country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,field_edu,number,reg_oecd,reg_regions
"SWE","KEN",1,3,3,2,5,5,0,"AFRI"
"GRC","KEN",1,3,3,1,2,3,0,"AFRI"
"SWE","KEN",1,3,3,1,9,5,0,"AFRI"
"AUS","KEN",1,3,3,1,4,635,0,"AFRI"
"CAN","KEN",1,3,3,2,6,55,0,"AFRI"
"IRL","KEN",1,3,3,3,4,9,0,"AFRI"
"GRC","KEN",1,3,3,2,8,2,0,"AFRI"
"HUN","KEN",1,3,34,1,4,4,0,"AFRI"
"CAN","KEN",1,3,3,3,2,200,0,"AFRI"
"NZL","KEN",1,3,4,1,2,3,0,"AFRI"
"NOR","KEN",1,3,3,1,7,4,0,"AFRI"
"ESP","KEN",1,3,3,1,3,20,0,"AFRI"
"CZE","KEN",1,3,4,1,4,1,0,"AFRI"
"NZL","KEN",1,3,4,1,4,24,0,"AFRI"
"CAN","KEN",1,3,4,2,5,10,0,"AFRI"
"CAN","KEN",1,3,3,1,9,365,0,"AFRI"
"SWE","KEN",1,3,4,3,5,5,0,"AFRI"
"IRL","KEN",1,3,3,1,1,24,0,"AFRI"
"NOR","KEN",1,3,3,3,2,5,0,"AFRI"
"CAN","KEN",1,3,4,1,3,10,0,"AFRI"
"NZL","KEN",1,3,3,3,2,6,0,"AFRI"
"AUS","KEN",1,3,4,3,8,4,0,"AFRI"
"IRL","KEN",1,3,3,2,5,3,0,"AFRI"
"NZL","KEN",1,3,3,2,99,3,0,"AFRI"
"MEX","KEN",1,3,3,3,6,1,0,"AFRI"
"AUS","KEN",1,3,3,1,5,277,0,"AFRI"
"FIN","KEN",1,3,3,1,4,5,0,"AFRI"
"SWE","KEN",1,3,3,1,99,25,0,"AFRI"
"GRC","KEN",1,3,3,1,3,7,0,"AFRI"
"ESP","KEN",1,3,3,3,6,20,0,"AFRI"
"FIN","KEN",1,3,3,3,7,1,0,"AFRI"
"IRL","KEN",1,3,3,3,6,6,0,"AFRI"
"ESP","KEN",1,3,3,3,9,20,0,"AFRI"
"ESP","KEN",1,3,3,3,8,20,0,"AFRI"
"FIN","KEN",1,3,3,2,7,1,0,"AFRI"
"CAN","KEN",1,3,4,1,2,15,0,"AFRI"
"DNK","KEN",1,3,3,1,3,33,0,"AFRI"
"HUN","KEN",1,3,34,1,2,1,0,"AFRI"
"CAN","KEN",1,3,3,1,8,1030,0,"AFRI"
"AUS","KEN",1,3,3,1,8,342,0,"AFRI"
"DNK","KEN",1,3,3,2,5,1,0,"AFRI"
"GRC","KEN",1,3,4,1,8,2,0,"AFRI"
"SWE","KEN",1,3,3,1,2,25,0,"AFRI"
"MEX","KEN",1,3,3,1,4,1,0,"AFRI"
"AUS","KEN",1,3,3,3,4,108,0,"AFRI"
"AUS","KEN",1,3,3,1,2,212,0,"AFRI"
"CAN","KEN",1,3,3,2,2,35,0,"AFRI"
"NOR","KEN",1,3,3,3,5,5,0,"AFRI"
"NZL","KEN",1,3,3,3,3,3,0,"AFRI"
"NOR","KEN",1,3,4,1,5,1,0,"AFRI"
"MEX","KEN",1,3,3,3,4,1,0,"AFRI"
"AUS","KEN",1,3,3,3,6,40,0,"AFRI"
"AUS","KHM",1,3,3,1,7,11,0,"ASIA"
"HUN","KHM",1,3,34,1,2,2,0,"ASIA"
"CAN","KHM",1,3,3,2,3,15,0,"ASIA"
"NZL","KHM",1,3,4,1,4,6,0,"ASIA"
"NOR","KHM",1,3,3,1,4,3,0,"ASIA"
"CAN","KHM",1,3,3,2,6,30,0,"ASIA"
"DNK","KHM",1,3,3,1,4,1,0,"ASIA"
"NZL","KHM",1,3,3,3,9,3,0,"ASIA"
"AUS","KHM",1,3,3,1,2,70,0,"ASIA"
"CAN","KHM",1,3,3,1,6,565,0,"ASIA"
"CAN","KHM",1,3,3,2,4,65,0,"ASIA"
"AUT","KHM",1,3,34,1,9,2,0,"ASIA"
"AUS","KHM",1,3,3,2,5,28,0,"ASIA"
"CAN","KHM",1,3,3,1,4,800,0,"ASIA"
"NZL","KHM",1,3,3,2,9,3,0,"ASIA"
"CAN","KHM",1,3,4,1,6,10,0,"ASIA"
"AUS","KHM",1,3,3,1,3,123,0,"ASIA"
"NOR","KHM",1,3,3,3,1,1,0,"ASIA"
"CAN","KHM",1,3,3,3,2,20,0,"ASIA"
"HUN","KHM",1,3,34,1,9,1,0,"ASIA"
"NZL","KHM",1,3,3,1,2,12,0,"ASIA"
"DNK","KHM",1,3,3,1,3,2,0,"ASIA"
"NZL","KHM",1,3,3,2,5,3,0,"ASIA"
"AUT","KHM",1,3,34,1,8,3,0,"ASIA"
"AUT","KHM",1,3,34,3,8,1,0,"ASIA"
"DNK","KHM",1,3,3,3,2,1,0,"ASIA"
"CZE","KHM",1,3,3,3,99,1,0,"ASIA"
"NZL","KHM",1,3,4,1,5,3,0,"ASIA"
"AUS","KHM",1,3,3,1,8,148,0,"ASIA"
"NZL","KHM",1,3,3,3,3,6,0,"ASIA"
"NZL","KHM",1,3,3,3,4,18,0,"ASIA"
"CAN","KHM",1,3,3,3,4,190,0,"ASIA"
"CAN","KHM",1,3,3,2,8,10,0,"ASIA"
"CAN","KHM",1,3,3,1,1,20,0,"ASIA"
"CAN","KHM",1,3,3,1,7,20,0,"ASIA"
"AUT","KHM",1,3,34,3,2,1,0,"ASIA"
"AUS","KHM",1,3,3,3,99,14,0,"ASIA"
"NZL","KHM",1,3,3,1,8,12,0,"ASIA"
"CAN","KHM",1,3,3,3,1,10,0,"ASIA"
"AUS","KHM",1,3,3,3,6,23,0,"ASIA"
"CAN","KHM",1,3,3,1,5,405,0,"ASIA"
"AUS","KHM",1,3,3,3,3,23,0,"ASIA"
"NZL","KHM",1,3,3,1,4,69,0,"ASIA"
"NZL","KHM",1,3,3,1,99,9,0,"ASIA"
"FIN","KHM",1,3,3,1,8,1,0,"ASIA"
"NOR","KHM",1,3,3,3,5,1,0,"ASIA"
"AUS","KHM",1,3,3,3,8,28,0,"ASIA"
"CZE","KHM",1,3,3,1,99,2,0,"ASIA"
"AUT","KHM",1,3,34,2,99,1,0,"ASIA"
"CAN","KHM",1,3,3,1,3,145,0,"ASIA"
"HUN","KHM",1,3,34,1,6,2,0,"ASIA"
"CZE","KHM",1,3,3,2,2,1,0,"ASIA"
"CAN","KHM",1,3,3,3,5,90,0,"ASIA"
"AUT","KHM",1,3,34,1,5,6,0,"ASIA"
"NZL","KHM",1,3,3,2,2,3,0,"ASIA"
"GRC","KHM",1,3,3,3,5,1,0,"ASIA"
"NZL","KHM",1,3,3,2,6,3,0,"ASIA"
"NZL","KHM",1,3,3,2,4,3,0,"ASIA"
"AUT","KHM",1,3,34,1,2,2,0,"ASIA"
"CAN","KHM",1,3,3,1,9,75,0,"ASIA"
"AUS","KHM",1,3,3,1,99,48,0,"ASIA"
"CZE","KHM",1,3,3,1,7,1,0,"ASIA"
"AUT","KHM",1,3,34,1,7,3,0,"ASIA"
"CAN","KHM",1,3,4,1,5,10,0,"ASIA"
"MEX","KHM",1,3,4,1,6,1,0,"ASIA"
"HUN","KHM",1,3,34,3,4,1,0,"ASIA"
"AUS","KHM",1,3,3,2,2,5,0,"ASIA"
"DNK","KHM",1,3,3,1,2,1,0,"ASIA"
"DNK","KHM",1,3,3,3,5,1,0,"ASIA"
"AUS","KHM",1,3,3,2,99,5,0,"ASIA"
"NZL","KHM",1,3,4,1,2,3,0,"ASIA"
"NOR","KHM",1,3,3,1,8,1,0,"ASIA"
"AUT","KHM",1,3,34,1,4,7,0,"ASIA"
"IRL","KHM",1,3,3,3,8,3,0,"ASIA"
"AUS","KHM",1,3,3,1,5,379,0,"ASIA"
"DNK","KHM",1,3,3,1,5,3,0,"ASIA"
"NZL","KHM",1,3,3,1,3,6,0,"ASIA"
"NZL","KHM",1,3,3,3,5,9,0,"ASIA"
"SWE","KHM",1,3,3,1,3,5,0,"ASIA"
"AUT","KHM",1,3,34,1,6,10,0,"ASIA"
"CAN","KHM",1,3,3,3,9,15,0,"ASIA"
"SWE","KHM",1,3,3,1,2,5,0,"ASIA"
"NZL","KHM",1,3,3,1,5,27,0,"ASIA"
"AUS","KHM",1,3,3,2,6,25,0,"ASIA"
"CAN","KHM",1,3,3,2,9,15,0,"ASIA"
"AUS","KHM",1,3,3,1,9,61,0,"ASIA"
"NZL","KHM",1,3,4,1,3,3,0,"ASIA"
"AUT","KHM",1,3,34,2,6,3,0,"ASIA"
"CAN","KHM",1,3,3,1,2,80,0,"ASIA"
"FIN","KHM",1,3,3,1,6,2,0,"ASIA"
"NZL","KHM",1,3,4,1,8,6,0,"ASIA"
"HUN","KHM",1,3,34,1,4,3,0,"ASIA"
"NZL","KHM",1,3,3,1,6,27,0,"ASIA"
"AUS","KHM",1,3,3,3,4,102,0,"ASIA"
"AUS","KHM",1,3,3,3,5,49,0,"ASIA"
"NZL","KHM",1,3,3,1,9,6,0,"ASIA"
"CAN","KHM",1,3,3,1,8,245,0,"ASIA"
"NZL","KHM",1,3,3,3,8,3,0,"ASIA"
"CAN","KHM",1,3,3,2,5,70,0,"ASIA"
"NZL","KHM",1,3,3,3,99,9,0,"ASIA"
"CAN","KHM",1,3,3,3,3,55,0,"ASIA"
"CAN","KHM",1,3,3,3,8,50,0,"ASIA"
"AUS","KHM",1,3,3,3,7,8,0,"ASIA"
"AUT","KHM",1,3,34,3,4,1,0,"ASIA"
"SVK","KHM",1,3,3,1,6,2,0,"ASIA"
"AUT","KHM",1,3,34,3,99,1,0,"ASIA"
"AUS","KHM",1,3,3,3,9,14,0,"ASIA"
"HUN","KHM",1,3,34,1,7,1,0,"ASIA"
"GRC","KHM",1,3,3,1,3,1,0,"ASIA"
"AUS","KHM",1,3,3,1,6,321,0,"ASIA"
"AUS","KHM",1,3,4,1,8,4,0,"ASIA"
"SWE","KHM",1,3,3,1,5,5,0,"ASIA"
"AUS","KHM",1,3,3,1,4,512,0,"ASIA"
"AUS","KHM",1,3,3,2,8,8,0,"ASIA"
"AUS","KHM",1,3,3,2,3,14,0,"ASIA"
"AUS","KHM",1,3,3,2,4,48,0,"ASIA"
"AUT","KHM",1,3,34,2,2,1,0,"ASIA"
"NZL","KHM",1,3,4,3,4,3,0,"ASIA"
"DNK","KHM",1,3,3,3,7,1,0,"ASIA"
"AUS","KHM",1,3,3,2,9,8,0,"ASIA"
"CAN","KHM",1,3,3,3,7,15,0,"ASIA"
"DNK","KHM",1,3,3,1,7,5,0,"ASIA"
"CAN","KHM",1,3,3,3,6,110,0,"ASIA"
"AUT","KHM",1,3,34,1,99,1,0,"ASIA"
"AUT","KHM",1,3,34,1,3,3,0,"ASIA"
"SVK","KHM",1,3,3,3,6,1,0,"ASIA"
"DNK","KHM",1,3,3,3,8,2,0,"ASIA"
"AUS","KHM",1,3,3,3,2,38,0,"ASIA"
"CAN","KIR",1,3,3,3,4,10,0,"OCEA"
"NZL","KIR",1,3,3,3,2,6,0,"OCEA"
"AUS","KIR",1,3,3,3,4,5,0,"OCEA"
"NZL","KIR",1,3,3,3,9,3,0,"OCEA"
"NZL","KIR",1,3,3,2,9,3,0,"OCEA"
"NZL","KIR",1,3,3,1,6,12,0,"OCEA"
"AUS","KIR",1,3,3,3,6,4,0,"OCEA"
"NZL","KIR",1,3,3,2,8,3,0,"OCEA"
"NZL","KIR",1,3,4,1,4,3,0,"OCEA"
"NZL","KIR",1,3,3,3,6,3,0,"OCEA"
"AUS","KIR",1,3,3,1,8,15,0,"OCEA"
"NZL","KIR",1,3,3,1,5,3,0,"OCEA"
"AUS","KIR",1,3,3,1,5,9,0,"OCEA"
"NZL","KIR",1,3,4,3,6,3,0,"OCEA"
"CAN","KIR",1,3,3,1,4,10,0,"OCEA"
"NZL","KIR",1,3,3,1,2,6,0,"OCEA"
"NZL","KIR",1,3,3,3,4,3,0,"OCEA"
"NZL","KIR",1,3,3,1,4,12,0,"OCEA"
"GRC","KIR",1,3,3,1,6,1,0,"OCEA"
"AUS","KIR",1,3,3,1,6,5,0,"OCEA"
"NZL","KIR",1,3,3,3,5,6,0,"OCEA"
"AUS","KIR",1,3,3,1,4,14,0,"OCEA"
"AUS","KIR",1,3,3,1,2,11,0,"OCEA"
"NZL","KIR",1,3,3,2,99,3,0,"OCEA"
"CZE","KIR",1,3,3,1,3,1,0,"OCEA"
"AUS","KIR",1,3,3,1,3,11,0,"OCEA"
"NZL","KIR",1,3,3,1,8,3,0,"OCEA"
"CAN","KNA",1,3,3,2,6,10,0,"SCAC"
"CAN","KNA",1,3,3,1,8,180,0,"SCAC"
"GRC","KNA",1,3,3,3,6,1,0,"SCAC"
"CAN","KNA",1,3,3,2,2,10,0,"SCAC"
"CAN","KNA",1,3,3,1,4,330,0,"SCAC"
"CAN","KNA",1,3,3,3,3,15,0,"SCAC"
"CAN","KNA",1,3,3,3,4,75,0,"SCAC"
"CAN","KNA",1,3,3,1,3,50,0,"SCAC"
"CAN","KNA",1,3,3,3,6,35,0,"SCAC"
"CAN","KNA",1,3,3,1,6,155,0,"SCAC"
"CAN","KNA",1,3,3,1,2,45,0,"SCAC"
"CAN","KNA",1,3,3,1,9,30,0,"SCAC"
"CAN","KNA",1,3,3,1,5,110,0,"SCAC"
"CAN","KNA",1,3,3,3,9,10,0,"SCAC"
"CAN","KNA",1,3,3,2,5,10,0,"SCAC"
"CAN","KNA",1,3,3,2,4,20,0,"SCAC"
"CAN","KNA",1,3,3,3,5,25,0,"SCAC"
"CAN","KNA",1,3,4,1,7,10,0,"SCAC"
"CAN","KNA",1,3,3,3,8,65,0,"SCAC"
"CAN","KNA",1,3,3,1,7,10,0,"SCAC"
"CAN","KNA",1,3,3,3,2,30,0,"SCAC"
"IRL","KOREA-NO",1,3,3,1,1,9,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,2,5,0,"ASIA"
"CAN","KOREA-NO",1,3,3,1,7,10,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,5,6,0,"ASIA"
"DNK","KOREA-NO",1,3,3,1,1,1,0,"ASIA"
"DNK","KOREA-NO",1,3,3,1,5,1,0,"ASIA"
"DNK","KOREA-NO",1,3,3,1,3,4,0,"ASIA"
"DNK","KOREA-NO",1,3,3,1,7,3,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,99,9,0,"ASIA"
"MEX","KOREA-NO",1,3,4,3,3,1,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,9,3,0,"ASIA"
"SWE","KOREA-NO",1,3,3,1,5,5,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,4,3,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,2,4,0,"ASIA"
"MEX","KOREA-NO",1,3,4,1,99,1,0,"ASIA"
"CZE","KOREA-NO",1,3,3,2,99,1,0,"ASIA"
"DNK","KOREA-NO",1,3,3,3,1,1,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,6,17,0,"ASIA"
"MEX","KOREA-NO",1,3,4,3,4,3,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,5,2,0,"ASIA"
"MEX","KOREA-NO",1,3,4,1,3,2,0,"ASIA"
"CAN","KOREA-NO",1,3,3,3,6,10,0,"ASIA"
"MEX","KOREA-NO",1,3,4,1,4,2,0,"ASIA"
"CZE","KOREA-NO",1,3,3,1,4,2,0,"ASIA"
"CZE","KOREA-NO",1,3,3,2,2,1,0,"ASIA"
"GRC","KOREA-NO",1,3,3,3,3,1,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,6,3,0,"ASIA"
"DNK","KOREA-NO",1,3,3,2,2,1,0,"ASIA"
"MEX","KOREA-NO",1,3,4,1,8,2,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,5,6,0,"ASIA"
"MEX","KOREA-NO",1,3,4,1,2,1,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,9,1,0,"ASIA"
"SVK","KOREA-NO",1,3,3,1,3,2,0,"ASIA"
"DNK","KOREA-NO",1,3,3,1,2,4,0,"ASIA"
"CZE","KOREA-NO",1,3,4,1,4,1,0,"ASIA"
"CZE","KOREA-NO",1,3,3,1,3,2,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,5,3,0,"ASIA"
"IRL","KOREA-NO",1,3,4,1,4,3,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,4,6,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,6,6,0,"ASIA"
"HUN","KOREA-NO",1,3,34,3,2,1,0,"ASIA"
"AUS","KOREA-NO",1,3,3,3,4,7,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,8,6,0,"ASIA"
"CZE","KOREA-NO",1,3,3,3,4,3,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,99,11,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,8,8,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,1,12,0,"ASIA"
"CAN","KOREA-NO",1,3,3,1,6,10,0,"ASIA"
"HUN","KOREA-NO",1,3,34,1,3,1,0,"ASIA"
"GRC","KOREA-NO",1,3,3,1,4,1,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,99,9,0,"ASIA"
"DNK","KOREA-NO",1,3,3,3,2,1,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,3,3,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,4,3,0,"ASIA"
"CAN","KOREA-NO",1,3,3,1,4,10,0,"ASIA"
"CZE","KOREA-NO",1,3,3,1,6,2,0,"ASIA"
"IRL","KOREA-NO",1,3,3,1,8,3,0,"ASIA"
"CZE","KOREA-NO",1,3,3,1,99,2,0,"ASIA"
"HUN","KOREA-NO",1,3,34,3,8,1,0,"ASIA"
"GRC","KOREA-NO",1,3,3,1,6,1,0,"ASIA"
"IRL","KOREA-NO",1,3,3,3,3,9,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,99,12,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,3,20,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,8,4,0,"ASIA"
"MEX","KOREA-NO",1,3,3,1,4,30,0,"ASIA"
"DNK","KOREA-NO",1,3,3,2,3,1,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,3,11,0,"ASIA"
"MEX","KOREA-NO",1,3,3,3,6,5,0,"ASIA"
"MEX","KOREA-NS",1,3,3,1,1,4,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,9,5,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,6,23,99,"ASIA"
"MEX","KOREA-NS",1,3,4,1,3,7,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,2,12,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,99,153,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,4,37,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,5,33,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,9,7,99,"ASIA"
"MEX","KOREA-NS",1,3,4,1,4,7,99,"ASIA"
"MEX","KOREA-NS",1,3,3,99,99,2,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,4,112,99,"ASIA"
"MEX","KOREA-NS",1,3,4,3,99,2,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,7,3,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,2,29,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,3,58,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,8,13,99,"ASIA"
"MEX","KOREA-NS",1,3,4,3,3,3,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,8,13,99,"ASIA"
"MEX","KOREA-NS",1,3,3,2,9,1,99,"ASIA"
"MEX","KOREA-NS",1,3,3,2,3,1,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,3,88,99,"ASIA"
"MEX","KOREA-NS",1,3,4,1,99,2,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,5,10,99,"ASIA"
"MEX","KOREA-NS",1,3,3,1,6,172,99,"ASIA"
"MEX","KOREA-NS",1,3,4,3,4,1,99,"ASIA"
"MEX","KOREA-NS",1,3,3,3,99,35,99,"ASIA"
"CAN","KOREA-SO",1,3,3,3,9,665,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,9,845,1,"ASIA"
"AUS","KOREA-SO",1,3,3,99,6,5,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,6,1,1,"ASIA"
"GRC","KOREA-SO",1,3,4,3,3,1,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,7,6,1,"ASIA"
"MEX","KOREA-SO",1,3,3,1,4,1,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,7,77,1,"ASIA"
"ESP","KOREA-SO",1,3,3,3,3,100,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,1,5,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,5,108,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,4,8,1,"ASIA"
"FIN","KOREA-SO",1,3,3,1,4,2,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,8,1370,1,"ASIA"
"HUN","KOREA-SO",1,3,34,1,6,6,1,"ASIA"
"CAN","KOREA-SO",1,3,4,2,6,10,1,"ASIA"
"CZE","KOREA-SO",1,3,3,1,4,11,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,6,66,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,9,80,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,6,1,1,"ASIA"
"CZE","KOREA-SO",1,3,3,1,3,9,1,"ASIA"
"HUN","KOREA-SO",1,3,34,2,3,1,1,"ASIA"
"CZE","KOREA-SO",1,3,3,3,99,1,1,"ASIA"
"CZE","KOREA-SO",1,3,3,1,6,4,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,5,18,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,9,46,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,8,3,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,7,4,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,8,25,1,"ASIA"
"DNK","KOREA-SO",1,3,3,1,2,139,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,3,102,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,3,7,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,9,4,1,"ASIA"
"FIN","KOREA-SO",1,3,4,3,5,1,1,"ASIA"
"AUT","KOREA-SO",1,3,34,3,5,9,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,3,65,1,"ASIA"
"SWE","KOREA-SO",1,3,4,1,8,15,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,2,85,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,2,6,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,7,2,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,2,40,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,7,3,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,8,54,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,3,45,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,99,6,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,8,155,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,99,21,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,2,397,1,"ASIA"
"NOR","KOREA-SO",1,3,4,1,8,1,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,3,36,1,"ASIA"
"NOR","KOREA-SO",1,3,3,2,2,3,1,"ASIA"
"NOR","KOREA-SO",1,3,3,1,8,235,1,"ASIA"
"SWE","KOREA-SO",1,3,4,1,3,5,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,6,9,1,"ASIA"
"NOR","KOREA-SO",1,3,4,1,5,4,1,"ASIA"
"CAN","KOREA-SO",1,3,3,3,6,1980,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,6,6,1,"ASIA"
"IRL","KOREA-SO",1,3,4,1,3,3,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,8,85,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,5,2735,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,5,100,1,"ASIA"
"CAN","KOREA-SO",1,3,3,2,5,290,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,5,3,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,2,6,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,99,10,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,4,75,1,"ASIA"
"FIN","KOREA-SO",1,3,4,3,4,1,1,"ASIA"
"GRC","KOREA-SO",1,3,3,2,3,1,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,2,39,1,"ASIA"
"GRC","KOREA-SO",1,3,3,2,2,1,1,"ASIA"
"NOR","KOREA-SO",1,3,4,1,3,2,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,3,210,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,99,5,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,2,6,1,"ASIA"
"SWE","KOREA-SO",1,3,3,2,5,5,1,"ASIA"
"AUS","KOREA-SO",1,3,4,3,5,9,1,"ASIA"
"NOR","KOREA-SO",1,3,3,3,2,37,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,3,36,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,2,39,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,4,142,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,4,6,1,"ASIA"
"NZL","KOREA-SO",1,3,4,2,3,12,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,5,36,1,"ASIA"
"SWE","KOREA-SO",1,3,3,1,8,355,1,"ASIA"
"ESP","KOREA-SO",1,3,3,3,7,20,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,4,30,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,4,20,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,3,9,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,5,35,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,99,4,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,5,3,1,"ASIA"
"SWE","KOREA-SO",1,3,4,3,4,5,1,"ASIA"
"AUS","KOREA-SO",1,3,3,3,99,208,1,"ASIA"
"DNK","KOREA-SO",1,3,3,2,4,5,1,"ASIA"
"GRC","KOREA-SO",1,3,3,1,4,10,1,"ASIA"
"SWE","KOREA-SO",1,3,3,3,9,10,1,"ASIA"
"NZL","KOREA-SO",1,3,3,2,3,30,1,"ASIA"
"NZL","KOREA-SO",1,3,3,3,99,120,1,"ASIA"
"NZL","KOREA-SO",1,3,4,3,99,18,1,"ASIA"
"DNK","KOREA-SO",1,3,3,3,1,7,1,"ASIA"
"IRL","KOREA-SO",1,3,3,3,1,15,1,"ASIA"
"AUS","KOREA-SO",1,3,3,1,3,1405,1,"ASIA"
"AUT","KOREA-SO",1,3,34,1,99,13,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,8,40,1,"ASIA"
"CZE","KOREA-SO",1,3,4,3,4,1,1,"ASIA"
"HUN","KOREA-SO",1,3,34,3,9,1,1,"ASIA"
"NZL","KOREA-SO",1,3,4,1,9,3,1,"ASIA"
"NZL","KOREA-SO",1,3,3,1,99,105,1,"ASIA"
"CAN","KOREA-SO",1,3,4,3,8,45,1,"ASIA"
"AUS","KOREA-SO",1,3,3,2,9,21,1,"ASIA"
"CAN","KOREA-SO",1,3,4,1,9,10,1,"ASIA"
"ESP","KOREA-SO",1,3,3,1,6,80,1,"ASIA"
"CAN","KOREA-SO",1,3,3,1,7,225,1,"ASIA"
