country,coub,fborn,edu_lfs,edu_cen,dos_lfs,dos_cen,sex,number,reg_oecd,reg_regions
"NZL","NIU",1,1,1,99,99,2,141,0,"OCEA"
"NZL","NIU",1,2,2,1,1,2,12,0,"OCEA"
"NZL","NIU",1,1,1,3,6,1,672,0,"OCEA"
"AUS","NIU",1,1,1,1,2,1,15,0,"OCEA"
"USA","NIU",1,3,3,3,6,2,15,0,"OCEA"
"NZL","NIU",1,1,1,2,4,1,33,0,"OCEA"
"NZL","NIU",1,99,99,99,99,1,132,0,"OCEA"
"AUS","NIU",1,2,2,1,2,1,7,0,"OCEA"
"NZL","NIU",1,2,2,2,4,2,33,0,"OCEA"
"AUS","NIU",1,1,1,1,1,2,9,0,"OCEA"
"NZL","NIU",1,1,1,3,5,1,165,0,"OCEA"
"NZL","NIU",1,2,2,3,5,2,174,0,"OCEA"
"NZL","NIU",1,3,3,3,6,1,111,0,"OCEA"
"NZL","NIU",1,3,4,3,6,1,3,0,"OCEA"
"AUS","NIU",1,1,1,99,99,1,4,0,"OCEA"
"NZL","NIU",1,99,99,1,2,1,6,0,"OCEA"
"NZL","NIU",1,1,1,2,4,2,30,0,"OCEA"
"AUS","NIU",1,2,2,1,3,1,4,0,"OCEA"
"NZL","NIU",1,99,99,1,1,1,3,0,"OCEA"
"NZL","NIU",1,99,99,1,2,2,9,0,"OCEA"
"IRL","NLD",1,2,2,99,99,1,93,1,"EURO"
"NZL","NLD",1,1,1,99,99,1,30,1,"EURO"
"CAN","NLD",1,1,1,2,4,1,165,1,"EURO"
"SWE","NLD",1,3,4,2,4,2,20,1,"EURO"
"NZL","NLD",1,2,2,1,2,2,84,1,"EURO"
"DNK","NLD",1,3,3,1,1,1,20,1,"EURO"
"NOR","NLD",1,3,3,1,1,2,4,1,"EURO"
"AUS","NLD",1,1,1,3,5,2,587,1,"EURO"
"USA","NLD",1,3,3,1,2,2,1190,1,"EURO"
"NZL","NLD",1,3,3,3,5,1,471,1,"EURO"
"BEL","NLD",1,3,4,3,5,1,273,1,"EURO"
"BEL","NLD",1,99,99,3,5,1,868,1,"EURO"
"BEL","NLD",1,3,3,3,6,2,2521,1,"EURO"
"NZL","NLD",1,2,2,3,5,2,996,1,"EURO"
"CHE","NLD",1,3,3,1,2,2,376,1,"EURO"
"DNK","NLD",1,2,2,3,6,1,253,1,"EURO"
"NOR","NLD",1,99,99,1,3,2,17,1,"EURO"
"IRL","NLD",1,1,1,3,6,2,36,1,"EURO"
"NOR","NLD",1,2,2,1,3,1,49,1,"EURO"
"NZL","NLD",1,99,99,1,3,2,6,1,"EURO"
"NZL","NLD",1,3,3,1,1,1,36,1,"EURO"
"NZL","NLD",1,2,2,1,1,2,60,1,"EURO"
"CHE","NLD",1,1,1,3,6,2,138,1,"EURO"
"CHE","NLD",1,2,2,1,1,1,100,1,"EURO"
"GRC","NLD",1,2,2,99,99,2,268,1,"EURO"
"FRA","NLD",1,2,2,1,1,1,380,1,"EURO"
"SWE","NLD",1,3,4,1,2,2,5,1,"EURO"
"CHE","NLD",1,1,1,3,5,1,41,1,"EURO"
"GRC","NLD",1,2,2,99,99,1,153,1,"EURO"
"GRC","NLD",1,2,2,1,1,2,79,1,"EURO"
"IRL","NLD",1,99,99,2,4,2,6,1,"EURO"
"NZL","NLD",1,99,99,3,6,1,1002,1,"EURO"
"SWE","NLD",1,1,1,2,4,2,15,1,"EURO"
"LUX","NLD",1,3,3,1,1,2,5,1,"EURO"
"GRC","NLD",1,1,1,99,99,1,73,1,"EURO"
"CHE","NLD",1,2,2,1,2,2,144,1,"EURO"
"DNK","NLD",1,99,99,2,4,1,22,1,"EURO"
"IRL","NLD",1,99,99,3,5,1,6,1,"EURO"
"AUS","NLD",1,3,4,1,3,2,4,1,"EURO"
"USA","NLD",1,3,3,2,4,1,1915,1,"EURO"
"AUS","NLD",1,3,3,1,2,1,253,1,"EURO"
"FRA","NLD",1,1,1,3,5,1,280,1,"EURO"
"AUS","NLD",1,99,99,1,3,2,43,1,"EURO"
"ITA","NLD",1,3,4,1,2,2,22,1,"EURO"
"USA","NLD",1,1,1,1,2,2,170,1,"EURO"
"IRL","NLD",1,2,2,1,3,2,45,1,"EURO"
"DNK","NLD",1,99,99,1,1,2,78,1,"EURO"
"NZL","NLD",1,3,3,1,3,2,48,1,"EURO"
"SWE","NLD",1,1,1,1,2,1,5,1,"EURO"
"GRC","NLD",1,1,1,1,2,2,24,1,"EURO"
"NZL","NLD",1,3,4,99,99,2,3,1,"EURO"
"LUX","NLD",1,1,1,1,1,2,1,1,"EURO"
"SWE","NLD",1,3,3,1,2,2,125,1,"EURO"
"NZL","NLD",1,1,1,1,2,1,3,1,"EURO"
"NOR","NLD",1,2,2,1,2,1,7,1,"EURO"
"ITA","NLD",1,3,4,1,3,2,8,1,"EURO"
"USA","NLD",1,3,4,1,1,1,314,1,"EURO"
"NZL","NLD",1,3,4,1,1,2,18,1,"EURO"
"LUX","NLD",1,2,2,2,4,2,83,1,"EURO"
"GRC","NLD",1,2,2,3,5,2,250,1,"EURO"
"USA","NLD",1,3,4,2,4,2,90,1,"EURO"
"BEL","NLD",1,2,2,2,4,1,2242,1,"EURO"
"NOR","NLD",1,1,1,1,3,2,3,1,"EURO"
"ITA","NLD",1,1,1,3,6,1,117,1,"EURO"
"SWE","NLD",1,99,99,1,2,1,75,1,"EURO"
"SWE","NLD",1,99,99,1,1,2,45,1,"EURO"
"BEL","NLD",1,2,2,1,3,2,992,1,"EURO"
"IRL","NLD",1,99,99,1,2,1,9,1,"EURO"
"NLD","NLD",0,3,,99,99,2,914574,1,"EURO"
"NZL","NLD",1,1,1,3,6,2,1101,1,"EURO"
"GRC","NLD",1,99,99,3,5,2,1,1,"EURO"
"GRC","NLD",1,1,1,1,1,1,12,1,"EURO"
"NZL","NLD",1,1,1,3,5,2,93,1,"EURO"
"CAN","NLD",1,2,2,3,6,2,17035,1,"EURO"
"SWE","NLD",1,99,99,1,1,1,85,1,"EURO"
"DNK","NLD",1,99,99,1,1,1,130,1,"EURO"
"NOR","NLD",1,3,3,1,2,1,3,1,"EURO"
"IRL","NLD",1,1,1,1,3,2,18,1,"EURO"
"USA","NLD",1,1,1,3,6,1,4395,1,"EURO"
"DEU","NLD",1,2,,3,,2,14630,1,"EURO"
"ITA","NLD",1,3,3,3,6,1,136,1,"EURO"
"NOR","NLD",1,2,2,1,1,1,3,1,"EURO"
"ITA","NLD",1,2,2,1,1,2,58,1,"EURO"
"AUS","NLD",1,99,99,3,5,2,336,1,"EURO"
"CHE","NLD",1,3,3,3,6,2,471,1,"EURO"
"CHE","NLD",1,3,3,2,4,2,247,1,"EURO"
"BEL","NLD",1,3,4,1,2,2,80,1,"EURO"
"ITA","NLD",1,1,1,3,5,2,228,1,"EURO"
"CHE","NLD",1,2,2,2,4,2,563,1,"EURO"
"FRA","NLD",1,3,34,3,5,2,941,1,"EURO"
"NZL","NLD",1,1,1,3,6,1,1215,1,"EURO"
"NLD","NLD",0,2,,99,99,1,2393344,1,"EURO"
"USA","NLD",1,3,4,2,4,1,269,1,"EURO"
"NOR","NLD",1,1,1,3,6,2,98,1,"EURO"
"DNK","NLD",1,99,99,3,6,2,55,1,"EURO"
"LUX","NLD",1,2,2,1,2,1,104,1,"EURO"
"FRA","NLD",1,2,2,2,4,2,588,1,"EURO"
"BEL","NLD",1,3,3,1,2,1,1343,1,"EURO"
"DNK","NLD",1,2,2,1,2,2,68,1,"EURO"
"GRC","NLD",1,3,3,1,1,2,41,1,"EURO"
"NOR","NLD",1,1,1,2,4,1,10,1,"EURO"
"CHE","NLD",1,2,2,1,3,2,158,1,"EURO"
"ITA","NLD",1,1,1,99,99,2,1199,1,"EURO"
"BEL","NLD",1,3,3,1,3,1,1138,1,"EURO"
"DNK","NLD",1,1,1,1,3,2,28,1,"EURO"
"GRC","NLD",1,3,4,1,2,2,1,1,"EURO"
"AUS","NLD",1,1,1,3,6,2,17290,1,"EURO"
"CAN","NLD",1,3,3,1,2,1,360,1,"EURO"
"CAN","NLD",1,1,1,2,4,2,185,1,"EURO"
"SWE","NLD",1,3,4,1,3,2,10,1,"EURO"
"NOR","NLD",1,99,99,3,6,1,19,1,"EURO"
"SWE","NLD",1,3,4,3,5,2,5,1,"EURO"
"ITA","NLD",1,1,1,99,99,1,596,1,"EURO"
"ITA","NLD",1,3,4,1,1,1,15,1,"EURO"
"SWE","NLD",1,3,4,1,2,1,30,1,"EURO"
"BEL","NLD",1,1,1,99,99,2,3,1,"EURO"
"BEL","NLD",1,2,2,2,4,2,2143,1,"EURO"
"LUX","NLD",1,99,99,99,99,2,32,1,"EURO"
"CAN","NLD",1,1,1,1,1,1,15,1,"EURO"
"BEL","NLD",1,99,99,1,3,1,466,1,"EURO"
"AUS","NLD",1,1,1,1,3,1,32,1,"EURO"
"CAN","NLD",1,3,4,3,6,1,610,1,"EURO"
"FRA","NLD",1,3,34,99,99,2,982,1,"EURO"
"USA","NLD",1,3,4,1,3,2,35,1,"EURO"
"FRA","NLD",1,3,34,1,1,1,639,1,"EURO"
"DNK","NLD",1,3,3,2,4,2,109,1,"EURO"
"CAN","NLD",1,3,3,2,4,2,465,1,"EURO"
"GBR","NLD",1,99,,1,,1,2445,1,"EURO"
"NOR","NLD",1,2,2,2,4,1,85,1,"EURO"
"DNK","NLD",1,2,2,2,4,2,122,1,"EURO"
"DNK","NLD",1,2,2,3,5,2,114,1,"EURO"
"AUT","NLD",1,2,,3,,2,816,1,"EURO"
"FRA","NLD",1,1,1,1,2,2,154,1,"EURO"
"USA","NLD",1,2,2,1,3,2,430,1,"EURO"
"BEL","NLD",1,1,1,1,1,2,875,1,"EURO"
"LUX","NLD",1,99,99,3,5,1,21,1,"EURO"
"GRC","NLD",1,1,1,2,4,1,16,1,"EURO"
"LUX","NLD",1,3,3,3,6,2,106,1,"EURO"
"NZL","NLD",1,1,1,3,5,1,90,1,"EURO"
"SWE","NLD",1,2,2,1,2,1,60,1,"EURO"
"NOR","NLD",1,3,3,1,3,2,40,1,"EURO"
"AUS","NLD",1,1,1,99,99,1,356,1,"EURO"
"SWE","NLD",1,3,4,1,1,2,5,1,"EURO"
"NZL","NLD",1,99,99,1,1,2,21,1,"EURO"
"NOR","NLD",1,3,3,3,5,1,155,1,"EURO"
"GRC","NLD",1,3,3,3,5,1,39,1,"EURO"
"LUX","NLD",1,1,1,3,5,1,8,1,"EURO"
"DNK","NLD",1,1,1,1,1,2,1,1,"EURO"
"DNK","NLD",1,99,99,3,5,2,13,1,"EURO"
"ITA","NLD",1,3,3,3,5,1,191,1,"EURO"
"GRC","NLD",1,3,3,1,3,2,38,1,"EURO"
"SWE","NLD",1,99,99,3,5,2,5,1,"EURO"
"SWE","NLD",1,3,3,1,1,1,65,1,"EURO"
"AUS","NLD",1,99,99,3,6,2,5325,1,"EURO"
"BEL","NLD",1,3,3,3,5,2,2174,1,"EURO"
"NZL","NLD",1,1,1,2,4,2,21,1,"EURO"
"DNK","NLD",1,99,99,1,3,1,25,1,"EURO"
"IRL","NLD",1,99,99,1,3,1,6,1,"EURO"
"BEL","NLD",1,2,2,1,1,2,818,1,"EURO"
"CAN","NLD",1,3,4,3,5,2,10,1,"EURO"
"BEL","NLD",1,2,2,3,6,1,3112,1,"EURO"
"CHE","NLD",1,2,2,2,4,1,216,1,"EURO"
"NZL","NLD",1,3,3,1,3,1,54,1,"EURO"
"SWE","NLD",1,99,99,3,6,2,5,1,"EURO"
"DNK","NLD",1,3,4,3,6,2,2,1,"EURO"
"LUX","NLD",1,1,1,1,1,1,1,1,"EURO"
"AUS","NLD",1,2,2,1,2,2,105,1,"EURO"
"ITA","NLD",1,3,3,1,3,2,91,1,"EURO"
"NZL","NLD",1,99,99,1,1,1,21,1,"EURO"
"DNK","NLD",1,3,3,2,4,1,171,1,"EURO"
"AUS","NLD",1,3,4,2,4,1,25,1,"EURO"
"BEL","NLD",1,3,3,1,2,2,954,1,"EURO"
"AUS","NLD",1,2,2,2,4,1,210,1,"EURO"
"BEL","NLD",1,3,3,1,3,2,803,1,"EURO"
"ITA","NLD",1,1,1,1,1,2,27,1,"EURO"
"DNK","NLD",1,3,3,1,1,2,19,1,"EURO"
"LUX","NLD",1,2,2,2,4,1,71,1,"EURO"
"DNK","NLD",1,1,1,1,2,2,17,1,"EURO"
"DNK","NLD",1,1,1,1,3,1,39,1,"EURO"
"GRC","NLD",1,2,2,1,2,2,124,1,"EURO"
"LUX","NLD",1,99,99,2,4,1,26,1,"EURO"
"ITA","NLD",1,3,3,3,5,2,262,1,"EURO"
"ITA","NLD",1,3,3,3,6,2,150,1,"EURO"
"GRC","NLD",1,2,2,3,6,2,110,1,"EURO"
"DNK","NLD",1,1,1,2,4,2,41,1,"EURO"
"AUS","NLD",1,2,2,3,6,2,5788,1,"EURO"
"NZL","NLD",1,3,3,3,5,2,471,1,"EURO"
"LUX","NLD",1,3,3,1,3,1,84,1,"EURO"
"NOR","NLD",1,2,2,3,5,2,117,1,"EURO"
"CHE","NLD",1,3,4,1,3,1,158,1,"EURO"
"AUS","NLD",1,3,3,1,1,1,253,1,"EURO"
"AUS","NLD",1,3,3,3,6,2,5146,1,"EURO"
"GRC","NLD",1,3,3,99,99,1,65,1,"EURO"
"CAN","NLD",1,3,3,3,6,2,13575,1,"EURO"
"IRL","NLD",1,1,1,1,3,1,12,1,"EURO"
"NZL","NLD",1,3,4,1,3,2,18,1,"EURO"
"LUX","NLD",1,1,1,1,3,1,12,1,"EURO"
"BEL","NLD",1,3,4,1,2,1,150,1,"EURO"
"NLD","NLD",0,99,,99,99,2,35715,1,"EURO"
"AUS","NLD",1,1,1,1,3,2,47,1,"EURO"
"SWE","NLD",1,3,4,3,5,1,25,1,"EURO"
"USA","NLD",1,2,2,1,2,1,505,1,"EURO"
"USA","NLD",1,1,1,3,6,2,6665,1,"EURO"
"AUS","NLD",1,99,99,1,2,2,55,1,"EURO"
"SWE","NLD",1,1,1,1,2,2,10,1,"EURO"
"CAN","NLD",1,1,1,1,3,2,90,1,"EURO"
"ITA","NLD",1,2,2,1,1,1,32,1,"EURO"
"NOR","NLD",1,3,3,1,1,1,5,1,"EURO"
"BEL","NLD",1,1,1,1,3,2,1196,1,"EURO"
"NOR","NLD",1,1,1,3,5,1,17,1,"EURO"
"SWE","NLD",1,3,3,2,4,1,135,1,"EURO"
"SWE","NLD",1,99,99,3,5,1,10,1,"EURO"
"DNK","NLD",1,2,2,3,5,1,213,1,"EURO"
"IRL","NLD",1,2,2,99,99,2,93,1,"EURO"
"NZL","NLD",1,99,99,3,5,1,72,1,"EURO"
"CHE","NLD",1,3,3,99,99,2,626,1,"EURO"
"SWE","NLD",1,3,3,1,3,2,65,1,"EURO"
"BEL","NLD",1,1,1,2,4,1,2148,1,"EURO"
"FRA","NLD",1,3,34,1,1,2,483,1,"EURO"
"BEL","NLD",1,1,1,3,6,2,11200,1,"EURO"
"NZL","NLD",1,2,2,99,99,1,111,1,"EURO"
"CAN","NLD",1,2,2,3,5,1,1270,1,"EURO"
"DNK","NLD",1,1,1,1,2,1,18,1,"EURO"
"ITA","NLD",1,2,2,1,2,1,81,1,"EURO"
"SWE","NLD",1,3,4,3,6,2,10,1,"EURO"
"BEL","NLD",1,2,2,1,1,1,889,1,"EURO"
"NOR","NLD",1,2,2,3,6,2,357,1,"EURO"
"CAN","NLD",1,2,2,2,4,1,300,1,"EURO"
"LUX","NLD",1,3,3,3,5,2,48,1,"EURO"
"BEL","NLD",1,99,99,99,99,2,29,1,"EURO"
"SWE","NLD",1,2,2,1,3,1,50,1,"EURO"
"CAN","NLD",1,1,1,1,2,2,115,1,"EURO"
"ITA","NLD",1,3,4,1,1,2,12,1,"EURO"
"DNK","NLD",1,2,2,1,3,2,73,1,"EURO"
"BEL","NLD",1,1,1,3,6,1,6590,1,"EURO"
"LUX","NLD",1,1,1,1,2,2,6,1,"EURO"
"AUS","NLD",1,1,1,1,1,1,45,1,"EURO"
"USA","NLD",1,1,1,3,5,1,720,1,"EURO"
"CHE","NLD",1,3,4,99,99,1,102,1,"EURO"
"LUX","NLD",1,1,1,1,2,1,7,1,"EURO"
"GRC","NLD",1,2,2,1,2,1,55,1,"EURO"
"AUS","NLD",1,99,99,2,4,1,53,1,"EURO"
"LUX","NLD",1,99,99,99,99,1,52,1,"EURO"
"FRA","NLD",1,2,2,2,4,1,427,1,"EURO"
"CAN","NLD",1,3,3,99,99,1,335,1,"EURO"
"SWE","NLD",1,99,99,2,4,2,30,1,"EURO"
"USA","NLD",1,2,2,1,3,1,470,1,"EURO"
"DNK","NLD",1,2,2,1,3,1,126,1,"EURO"
"IRL","NLD",1,3,3,1,2,2,129,1,"EURO"
"BEL","NLD",1,2,2,1,2,1,1235,1,"EURO"
"ITA","NLD",1,3,4,2,4,2,18,1,"EURO"
"BEL","NLD",1,1,1,1,2,2,1233,1,"EURO"
"AUS","NLD",1,3,3,3,5,1,815,1,"EURO"
"BEL","NLD",1,99,99,1,1,1,463,1,"EURO"
"AUS","NLD",1,3,4,3,5,2,4,1,"EURO"
"BEL","NLD",1,3,3,99,99,1,3,1,"EURO"
"CAN","NLD",1,3,4,3,5,1,45,1,"EURO"
"ITA","NLD",1,3,3,2,4,1,131,1,"EURO"
"DNK","NLD",1,3,4,3,6,1,4,1,"EURO"
"BEL","NLD",1,1,1,1,3,1,1098,1,"EURO"
"USA","NLD",1,3,4,1,2,2,40,1,"EURO"
"NZL","NLD",1,1,1,99,99,2,48,1,"EURO"
"USA","NLD",1,3,4,1,3,1,190,1,"EURO"
"AUS","NLD",1,3,4,1,2,2,5,1,"EURO"
"NZL","NLD",1,3,3,1,2,1,48,1,"EURO"
"SWE","NLD",1,3,4,99,99,1,10,1,"EURO"
"LUX","NLD",1,1,1,2,4,1,12,1,"EURO"
"BEL","NLD",1,3,3,2,4,1,2076,1,"EURO"
"SWE","NLD",1,99,99,2,4,1,60,1,"EURO"
"ITA","NLD",1,2,2,3,6,2,525,1,"EURO"
"USA","NLD",1,3,3,1,3,1,1035,1,"EURO"
"FRA","NLD",1,2,2,1,3,1,235,1,"EURO"
"AUS","NLD",1,2,2,1,1,2,98,1,"EURO"
"DNK","NLD",1,2,2,2,4,1,217,1,"EURO"
"CHE","NLD",1,2,2,1,3,1,125,1,"EURO"
"NOR","NLD",1,3,4,3,6,2,10,1,"EURO"
"SWE","NLD",1,1,1,3,5,2,15,1,"EURO"
"AUS","NLD",1,99,99,2,4,2,85,1,"EURO"
"CAN","NLD",1,2,2,3,5,2,1035,1,"EURO"
"NZL","NLD",1,3,3,99,99,1,45,1,"EURO"
"NOR","NLD",1,99,99,2,4,1,47,1,"EURO"
"LUX","NLD",1,99,99,2,4,2,27,1,"EURO"
"IRL","NLD",1,99,99,2,4,1,9,1,"EURO"
"SWE","NLD",1,1,1,2,4,1,25,1,"EURO"
"SWE","NLD",1,2,2,1,1,1,30,1,"EURO"
"NZL","NLD",1,1,1,2,4,1,12,1,"EURO"
"IRL","NLD",1,3,3,99,99,1,129,1,"EURO"
"NOR","NLD",1,3,4,2,4,2,6,1,"EURO"
"USA","NLD",1,3,4,3,6,1,1500,1,"EURO"
"DNK","NLD",1,1,1,3,5,1,92,1,"EURO"
"CAN","NLD",1,3,3,1,3,2,215,1,"EURO"
"IRL","NLD",1,2,2,2,4,1,63,1,"EURO"
"IRL","NLD",1,99,99,99,99,1,114,1,"EURO"
"CAN","NLD",1,3,4,2,4,1,15,1,"EURO"
"IRL","NLD",1,1,1,2,4,1,24,1,"EURO"
"BEL","NLD",1,99,99,1,1,2,369,1,"EURO"
"NZL","NLD",1,1,1,1,2,2,6,1,"EURO"
"BEL","NLD",1,1,1,2,4,2,2488,1,"EURO"
"NOR","NLD",1,3,4,3,5,1,24,1,"EURO"
"NZL","NLD",1,3,3,2,4,1,114,1,"EURO"
"IRL","NLD",1,3,3,1,1,1,33,1,"EURO"
"NLD","NLD",0,1,,99,99,2,2595363,1,"EURO"
"CHE","NLD",1,3,3,1,2,1,867,1,"EURO"
"ITA","NLD",1,2,2,3,5,2,522,1,"EURO"
"BEL","NLD",1,99,99,3,6,1,1436,1,"EURO"
"USA","NLD",1,3,3,3,6,1,12740,1,"EURO"
"NOR","NLD",1,3,3,3,6,2,517,1,"EURO"
"CHE","NLD",1,1,1,1,3,1,37,1,"EURO"
"FRA","NLD",1,3,34,1,3,2,416,1,"EURO"
"IRL","NLD",1,2,2,3,6,2,69,1,"EURO"
"AUS","NLD",1,99,99,3,6,1,3944,1,"EURO"
"USA","NLD",1,1,1,1,2,1,114,1,"EURO"
"CAN","NLD",1,3,3,1,2,2,365,1,"EURO"
"ITA","NLD",1,1,1,1,3,2,42,1,"EURO"
"ITA","NLD",1,3,4,1,2,1,36,1,"EURO"
"ITA","NLD",1,3,4,99,99,1,24,1,"EURO"
"NOR","NLD",1,3,3,2,4,2,93,1,"EURO"
"NZL","NLD",1,99,99,1,2,1,6,1,"EURO"
"AUS","NLD",1,1,1,2,4,1,63,1,"EURO"
"NOR","NLD",1,2,2,1,3,2,17,1,"EURO"
"NOR","NLD",1,99,99,1,2,1,179,1,"EURO"
"CAN","NLD",1,2,2,1,3,1,270,1,"EURO"
"IRL","NLD",1,3,3,2,4,1,129,1,"EURO"
"FRA","NLD",1,1,1,1,3,1,66,1,"EURO"
"CAN","NLD",1,3,3,1,1,2,30,1,"EURO"
"GRC","NLD",1,3,3,3,6,2,49,1,"EURO"
"SWE","NLD",1,2,2,1,1,2,25,1,"EURO"
"NZL","NLD",1,2,2,1,1,1,60,1,"EURO"
"DEU","NLD",1,3,,3,,1,8630,1,"EURO"
"CAN","NLD",1,3,3,1,1,1,85,1,"EURO"
"CAN","NLD",1,3,4,1,3,1,20,1,"EURO"
"CHE","NLD",1,3,3,1,1,2,92,1,"EURO"
"GRC","NLD",1,3,4,3,6,1,1,1,"EURO"
"IRL","NLD",1,2,2,1,1,2,9,1,"EURO"
"ITA","NLD",1,2,2,2,4,2,248,1,"EURO"
"DNK","NLD",1,3,3,1,3,2,71,1,"EURO"
"USA","NLD",1,1,1,3,5,2,660,1,"EURO"
"FRA","NLD",1,3,34,1,3,1,467,1,"EURO"
"BEL","NLD",1,3,3,1,1,2,680,1,"EURO"
"CHE","NLD",1,2,2,1,2,1,349,1,"EURO"
"NZL","NLD",1,99,99,99,99,1,216,1,"EURO"
"BEL","NLD",1,3,4,1,1,2,43,1,"EURO"
"CAN","NLD",1,2,2,2,4,2,335,1,"EURO"
"AUS","NLD",1,3,3,99,99,1,195,1,"EURO"
"FRA","NLD",1,2,2,3,5,1,643,1,"EURO"
"SWE","NLD",1,99,99,1,2,2,40,1,"EURO"
"BEL","NLD",1,99,99,3,5,2,834,1,"EURO"
"SWE","NLD",1,99,99,1,3,2,25,1,"EURO"
"CHE","NLD",1,3,4,3,5,1,257,1,"EURO"
"GRC","NLD",1,99,99,99,99,2,3,1,"EURO"
"GRC","NLD",1,1,1,2,4,2,40,1,"EURO"
"BEL","NLD",1,3,4,1,3,1,143,1,"EURO"
"AUS","NLD",1,3,4,2,4,2,10,1,"EURO"
"IRL","NLD",1,99,99,1,1,1,3,1,"EURO"
"SWE","NLD",1,2,2,99,99,2,35,1,"EURO"
"NZL","NLD",1,2,2,3,5,1,1026,1,"EURO"
"BEL","NLD",1,3,4,3,6,2,44,1,"EURO"
"USA","NLD",1,2,2,2,4,1,755,1,"EURO"
"BEL","NLD",1,2,2,99,99,1,2,1,"EURO"
"SWE","NLD",1,2,2,2,4,2,55,1,"EURO"
"NLD","NLD",0,1,,99,99,1,1940910,1,"EURO"
"CAN","NLD",1,3,3,2,4,1,510,1,"EURO"
"CAN","NLD",1,2,2,99,99,1,180,1,"EURO"
"DNK","NLD",1,99,99,1,2,2,80,1,"EURO"
"SWE","NLD",1,3,4,99,99,2,5,1,"EURO"
"NOR","NLD",1,3,3,2,4,1,129,1,"EURO"
"USA","NLD",1,2,2,3,6,1,13920,1,"EURO"
"IRL","NLD",1,1,1,1,2,2,18,1,"EURO"
"USA","NLD",1,2,2,2,4,2,1175,1,"EURO"
"NZL","NLD",1,3,4,3,6,2,147,1,"EURO"
"CHE","NLD",1,2,2,99,99,2,3401,1,"EURO"
"ITA","NLD",1,3,4,3,6,2,15,1,"EURO"
"CAN","NLD",1,1,1,3,5,2,460,1,"EURO"
"IRL","NLD",1,3,3,1,3,1,120,1,"EURO"
"FRA","NLD",1,1,1,3,6,1,777,1,"EURO"
"AUS","NLD",1,3,4,1,1,1,20,1,"EURO"
"CHE","NLD",1,1,1,2,4,1,46,1,"EURO"
"SWE","NLD",1,3,3,1,2,1,160,1,"EURO"
"LUX","NLD",1,2,2,99,99,2,17,1,"EURO"
"CHE","NLD",1,3,3,3,5,2,446,1,"EURO"
"CAN","NLD",1,2,2,1,1,2,70,1,"EURO"
"ITA","NLD",1,3,4,99,99,2,33,1,"EURO"
"GRC","NLD",1,1,1,1,3,1,8,1,"EURO"
"USA","NLD",1,2,2,1,1,2,940,1,"EURO"
"CAN","NLD",1,3,4,1,1,1,10,1,"EURO"
"FRA","NLD",1,1,1,3,5,2,408,1,"EURO"
"LUX","NLD",1,1,1,3,6,1,117,1,"EURO"
"LUX","NLD",1,1,1,2,4,2,18,1,"EURO"
"LUX","NLD",1,2,2,3,5,1,74,1,"EURO"
"LUX","NLD",1,3,3,2,4,1,56,1,"EURO"
"BEL","NLD",1,99,99,99,99,1,40,1,"EURO"
"BEL","NLD",1,3,3,99,99,2,1,1,"EURO"
"CAN","NLD",1,3,4,1,3,2,10,1,"EURO"
"CAN","NLD",1,1,1,99,99,2,135,1,"EURO"
"CHE","NLD",1,2,2,3,5,1,515,1,"EURO"
"LUX","NLD",1,1,1,99,99,1,10,1,"EURO"
"CAN","NLD",1,1,1,1,3,1,135,1,"EURO"
"USA","NLD",1,3,4,1,1,2,34,1,"EURO"
"USA","NLD",1,2,2,3,6,2,17965,1,"EURO"
"CAN","NLD",1,1,1,3,6,2,20160,1,"EURO"
"CAN","NLD",1,1,1,1,2,1,95,1,"EURO"
"GRC","NLD",1,2,2,2,4,2,257,1,"EURO"
"LUX","NLD",1,99,99,1,3,2,29,1,"EURO"
"BEL","NLD",1,2,2,1,3,1,1070,1,"EURO"
"DNK","NLD",1,3,4,3,5,1,3,1,"EURO"
"IRL","NLD",1,99,99,1,1,2,3,1,"EURO"
"SWE","NLD",1,3,3,1,3,1,140,1,"EURO"
"LUX","NLD",1,3,3,99,99,1,9,1,"EURO"
"LUX","NLD",1,3,3,3,6,1,142,1,"EURO"
"USA","NLD",1,3,3,2,4,2,1275,1,"EURO"
"NOR","NLD",1,3,4,1,3,2,3,1,"EURO"
"LUX","NLD",1,3,3,2,4,2,36,1,"EURO"
"NZL","NLD",1,2,2,1,3,1,87,1,"EURO"
"DNK","NLD",1,99,99,1,2,1,182,1,"EURO"
"SWE","NLD",1,3,3,2,4,2,105,1,"EURO"
"IRL","NLD",1,2,2,3,6,1,66,1,"EURO"
"GRC","NLD",1,1,1,99,99,2,97,1,"EURO"
"LUX","NLD",1,3,3,1,2,1,162,1,"EURO"
"LUX","NLD",1,2,2,99,99,1,21,1,"EURO"
"LUX","NLD",1,99,99,1,3,1,30,1,"EURO"
"NZL","NLD",1,3,4,2,4,2,36,1,"EURO"
"NZL","NLD",1,99,99,3,6,2,816,1,"EURO"
"BEL","NLD",1,3,3,1,1,1,1049,1,"EURO"
"NOR","NLD",1,1,1,3,5,2,15,1,"EURO"
"GRC","NLD",1,1,1,3,6,1,6,1,"EURO"
"LUX","NLD",1,2,2,1,3,2,73,1,"EURO"
"AUS","NLD",1,99,99,99,99,2,474,1,"EURO"
"DNK","NLD",1,3,4,3,5,2,1,1,"EURO"
