country,coub,fborn,edu_lfs,edu_cen,dos_lfs,dos_cen,sex,number,reg_oecd,reg_regions
"LUX","NLD",1,2,2,1,2,2,106,1,"EURO"
"IRL","NLD",1,1,1,99,99,1,54,1,"EURO"
"DNK","NLD",1,3,3,1,2,1,47,1,"EURO"
"LUX","NLD",1,2,2,1,1,2,9,1,"EURO"
"LUX","NLD",1,2,2,1,1,1,5,1,"EURO"
"AUS","NLD",1,3,4,1,3,1,17,1,"EURO"
"CAN","NLD",1,3,3,3,5,1,1485,1,"EURO"
"AUS","NLD",1,3,3,99,99,2,163,1,"EURO"
"CAN","NLD",1,3,4,2,4,2,15,1,"EURO"
"AUS","NLD",1,3,3,3,6,1,6105,1,"EURO"
"NZL","NLD",1,3,4,2,4,1,51,1,"EURO"
"AUS","NLD",1,3,3,2,4,1,200,1,"EURO"
"BEL","NLD",1,99,99,3,6,2,2388,1,"EURO"
"FRA","NLD",1,3,34,99,99,1,1026,1,"EURO"
"LUX","NLD",1,99,99,1,1,2,1,1,"EURO"
"BEL","NLD",1,3,4,3,6,1,177,1,"EURO"
"ITA","NLD",1,2,2,2,4,1,86,1,"EURO"
"AUS","NLD",1,3,4,3,6,2,19,1,"EURO"
"AUS","NLD",1,1,1,3,5,1,414,1,"EURO"
"USA","NLD",1,2,2,1,1,1,509,1,"EURO"
"BEL","NLD",1,3,4,1,3,2,47,1,"EURO"
"DNK","NLD",1,3,3,3,6,1,258,1,"EURO"
"CAN","NLD",1,2,2,1,1,1,50,1,"EURO"
"DNK","NLD",1,1,1,3,6,2,130,1,"EURO"
"GRC","NLD",1,1,1,3,5,1,26,1,"EURO"
"GRC","NLD",1,3,3,99,99,2,111,1,"EURO"
"CAN","NLD",1,1,1,99,99,1,80,1,"EURO"
"CHE","NLD",1,3,3,3,5,1,847,1,"EURO"
"BEL","NLD",1,2,2,3,5,2,3012,1,"EURO"
"USA","NLD",1,3,4,3,5,1,490,1,"EURO"
"BEL","NLD",1,2,2,3,5,1,2745,1,"EURO"
"IRL","NLD",1,99,99,3,6,1,6,1,"EURO"
"BEL","NLD",1,1,1,1,2,1,1215,1,"EURO"
"AUS","NLD",1,2,2,1,3,1,116,1,"EURO"
"DNK","NLD",1,2,2,1,1,1,31,1,"EURO"
"NZL","NLD",1,3,4,1,2,1,21,1,"EURO"
"CAN","NLD",1,2,2,1,3,2,175,1,"EURO"
"CHE","NLD",1,1,1,3,5,2,164,1,"EURO"
"IRL","NLD",1,3,3,3,6,1,102,1,"EURO"
"CAN","NLD",1,3,4,99,99,1,25,1,"EURO"
"NZL","NLD",1,2,2,99,99,2,93,1,"EURO"
"IRL","NLD",1,2,2,1,3,1,45,1,"EURO"
"FRA","NLD",1,1,1,99,99,2,849,1,"EURO"
"NZL","NLD",1,99,99,3,5,2,48,1,"EURO"
"GRC","NLD",1,3,4,2,4,1,2,1,"EURO"
"NZL","NLD",1,99,99,2,4,1,15,1,"EURO"
"DEU","NLD",1,2,,3,,1,7660,1,"EURO"
"BEL","NLD",1,3,3,3,6,1,2733,1,"EURO"
"ITA","NLD",1,2,2,99,99,2,1318,1,"EURO"
"AUS","NLD",1,3,3,2,4,2,242,1,"EURO"
"FRA","NLD",1,2,2,99,99,1,925,1,"EURO"
"FRA","NLD",1,2,2,1,2,1,311,1,"EURO"
"BEL","NLD",1,99,99,1,2,1,695,1,"EURO"
"USA","NLD",1,1,1,1,1,1,130,1,"EURO"
"ITA","NLD",1,2,2,1,3,1,65,1,"EURO"
"BEL","NLD",1,3,3,3,5,1,2728,1,"EURO"
"AUS","NLD",1,3,3,1,3,2,172,1,"EURO"
"ITA","NLD",1,1,1,1,1,1,10,1,"EURO"
"FRA","NLD",1,2,2,1,2,2,386,1,"EURO"
"AUS","NLD",1,2,2,3,5,1,1307,1,"EURO"
"DNK","NLD",1,1,1,3,6,1,101,1,"EURO"
"SWE","NLD",1,1,1,1,1,1,10,1,"EURO"
"AUS","NLD",1,3,4,1,2,1,21,1,"EURO"
"GRC","NLD",1,3,4,3,5,2,2,1,"EURO"
"SWE","NLD",1,3,4,1,3,1,20,1,"EURO"
"GRC","NLD",1,3,3,3,6,1,17,1,"EURO"
"CHE","NLD",1,99,99,2,4,2,60,1,"EURO"
"DNK","NLD",1,2,2,1,1,2,29,1,"EURO"
"ITA","NLD",1,3,3,1,3,1,67,1,"EURO"
"CAN","NLD",1,3,3,99,99,2,295,1,"EURO"
"ITA","NLD",1,3,3,99,99,2,298,1,"EURO"
"IRL","NLD",1,2,2,3,5,1,69,1,"EURO"
"SWE","NLD",1,3,3,3,6,1,265,1,"EURO"
"DNK","NLD",1,1,1,2,4,1,53,1,"EURO"
"AUS","NLD",1,99,99,3,5,1,268,1,"EURO"
"CAN","NLD",1,2,2,1,2,2,180,1,"EURO"
"CHE","NLD",1,3,4,1,1,1,88,1,"EURO"
"FRA","NLD",1,1,1,1,3,2,128,1,"EURO"
"SWE","NLD",1,3,3,1,1,2,45,1,"EURO"
"AUS","NLD",1,2,2,2,4,2,152,1,"EURO"
"GRC","NLD",1,3,3,3,5,2,107,1,"EURO"
"NZL","NLD",1,3,4,1,3,1,21,1,"EURO"
"NZL","NLD",1,3,3,3,6,1,1941,1,"EURO"
"GRC","NLD",1,3,4,3,6,2,1,1,"EURO"
"CAN","NLD",1,1,1,1,1,2,20,1,"EURO"
"NOR","NLD",1,99,99,1,1,2,159,1,"EURO"
"AUS","NLD",1,99,99,99,99,1,360,1,"EURO"
"AUS","NLD",1,1,1,1,2,2,43,1,"EURO"
"AUS","NLD",1,2,2,1,2,1,131,1,"EURO"
"USA","NLD",1,2,2,3,5,2,2515,1,"EURO"
"GBR","NLD",1,99,,3,,1,3121,1,"EURO"
"SWE","NLD",1,3,4,1,1,1,15,1,"EURO"
"USA","NLD",1,2,2,3,5,1,1790,1,"EURO"
"NOR","NLD",1,3,4,1,3,1,8,1,"EURO"
"NOR","NLD",1,3,4,3,5,2,9,1,"EURO"
"IRL","NLD",1,2,2,1,2,2,48,1,"EURO"
"FRA","NLD",1,2,2,1,3,2,222,1,"EURO"
"USA","NLD",1,1,1,1,1,2,285,1,"EURO"
"SWE","NLD",1,2,2,3,6,2,340,1,"EURO"
"AUS","NLD",1,3,4,99,99,1,5,1,"EURO"
"NOR","NLD",1,3,4,2,4,1,19,1,"EURO"
"AUS","NLD",1,1,1,1,1,2,34,1,"EURO"
"ITA","NLD",1,2,2,3,5,1,185,1,"EURO"
"BEL","NLD",1,3,4,2,4,2,84,1,"EURO"
"IRL","NLD",1,3,4,2,4,2,3,1,"EURO"
"USA","NLD",1,1,1,2,4,2,305,1,"EURO"
"NOR","NLD",1,3,4,3,6,1,31,1,"EURO"
"NLD","NLD",0,3,,99,99,1,1194526,1,"EURO"
"SWE","NLD",1,2,2,99,99,1,40,1,"EURO"
"IRL","NLD",1,3,4,1,3,2,3,1,"EURO"
"NZL","NLD",1,3,3,2,4,2,117,1,"EURO"
"LUX","NLD",1,3,3,99,99,2,4,1,"EURO"
"SWE","NLD",1,99,99,3,6,1,15,1,"EURO"
"IRL","NLD",1,3,3,99,99,2,117,1,"EURO"
"IRL","NLD",1,99,99,99,99,2,72,1,"EURO"
"GRC","NLD",1,3,3,1,3,1,12,1,"EURO"
"LUX","NLD",1,3,3,1,3,2,55,1,"EURO"
"GRC","NLD",1,3,3,1,1,1,27,1,"EURO"
"LUX","NLD",1,2,2,3,5,2,107,1,"EURO"
"FRA","NLD",1,3,34,3,6,2,1469,1,"EURO"
"IRL","NLD",1,3,3,3,5,2,99,1,"EURO"
"ITA","NLD",1,1,1,1,3,1,11,1,"EURO"
"CAN","NLD",1,1,1,3,5,1,465,1,"EURO"
"AUS","NLD",1,3,4,3,5,1,5,1,"EURO"
"LUX","NLD",1,1,1,3,5,2,9,1,"EURO"
"IRL","NLD",1,1,1,2,4,2,33,1,"EURO"
"ITA","NLD",1,1,1,1,2,2,67,1,"EURO"
"USA","NLD",1,1,1,1,3,1,70,1,"EURO"
"USA","NLD",1,3,3,1,2,1,1475,1,"EURO"
"IRL","NLD",1,3,3,1,2,1,138,1,"EURO"
"CHE","NLD",1,2,2,99,99,1,435,1,"EURO"
"NOR","NLD",1,3,3,1,3,1,68,1,"EURO"
"CHE","NLD",1,1,1,3,6,1,133,1,"EURO"
"CHE","NLD",1,3,3,1,1,1,224,1,"EURO"
"ITA","NLD",1,3,3,2,4,2,176,1,"EURO"
"BEL","NLD",1,3,3,2,4,2,1532,1,"EURO"
"IRL","NLD",1,99,99,1,2,2,6,1,"EURO"
"LUX","NLD",1,99,99,3,6,1,85,1,"EURO"
"GRC","NLD",1,2,2,3,6,1,9,1,"EURO"
"FRA","NLD",1,3,34,3,5,1,978,1,"EURO"
"FRA","NLD",1,3,34,2,4,2,1016,1,"EURO"
"CHE","NLD",1,2,2,3,5,2,826,1,"EURO"
"FRA","NLD",1,3,34,1,2,1,557,1,"EURO"
"USA","NLD",1,2,2,1,2,2,520,1,"EURO"
"SWE","NLD",1,3,3,3,5,2,100,1,"EURO"
"BEL","NLD",1,3,4,3,5,2,84,1,"EURO"
"USA","NLD",1,3,4,3,5,2,105,1,"EURO"
"IRL","NLD",1,1,1,3,5,2,45,1,"EURO"
"ITA","NLD",1,1,1,3,5,1,73,1,"EURO"
"FRA","NLD",1,2,2,3,6,2,1549,1,"EURO"
"BEL","NLD",1,99,99,2,4,2,704,1,"EURO"
"FRA","NLD",1,3,34,2,4,1,825,1,"EURO"
"ITA","NLD",1,2,2,99,99,1,477,1,"EURO"
"ITA","NLD",1,2,2,1,3,2,116,1,"EURO"
"IRL","NLD",1,1,1,1,2,1,18,1,"EURO"
"BEL","NLD",1,3,4,1,1,1,122,1,"EURO"
"NOR","NLD",1,2,2,3,5,1,142,1,"EURO"
"BEL","NLD",1,1,1,3,5,1,2819,1,"EURO"
"NZL","NLD",1,99,99,1,2,2,6,1,"EURO"
"FRA","NLD",1,1,1,3,6,2,1129,1,"EURO"
"NZL","NLD",1,3,4,3,6,1,249,1,"EURO"
"FRA","NLD",1,1,1,2,4,1,171,1,"EURO"
"NZL","NLD",1,2,2,1,3,2,93,1,"EURO"
"LUX","NLD",1,1,1,99,99,2,9,1,"EURO"
"AUS","NLD",1,99,99,1,3,1,32,1,"EURO"
"AUS","NLD",1,3,3,1,3,1,154,1,"EURO"
"FRA","NLD",1,1,1,1,2,1,144,1,"EURO"
"DNK","NLD",1,99,99,2,4,2,11,1,"EURO"
"ITA","NLD",1,1,1,2,4,2,125,1,"EURO"
"GRC","NLD",1,2,2,1,3,2,72,1,"EURO"
"FRA","NLD",1,1,1,1,1,1,89,1,"EURO"
"USA","NLD",1,3,3,3,6,2,11125,1,"EURO"
"NZL","NLD",1,99,99,2,4,2,12,1,"EURO"
"CHE","NLD",1,3,3,3,6,1,977,1,"EURO"
"IRL","NLD",1,2,2,2,4,2,60,1,"EURO"
"IRL","NLD",1,1,1,3,5,1,39,1,"EURO"
"DNK","NLD",1,1,1,3,5,2,64,1,"EURO"
"LUX","NLD",1,3,3,3,5,1,66,1,"EURO"
"NOR","NLD",1,99,99,2,4,2,32,1,"EURO"
"DNK","NLD",1,3,3,1,3,1,89,1,"EURO"
"IRL","NLD",1,3,3,1,3,2,81,1,"EURO"
"AUS","NLD",1,2,2,1,1,1,103,1,"EURO"
"IRL","NLD",1,2,2,1,1,1,15,1,"EURO"
"CHE","NLD",1,3,3,2,4,1,407,1,"EURO"
"IRL","NLD",1,3,4,99,99,1,3,1,"EURO"
"CAN","NLD",1,1,1,3,6,1,15335,1,"EURO"
"IRL","NLD",1,2,2,1,2,1,72,1,"EURO"
"FRA","NLD",1,1,1,1,1,2,143,1,"EURO"
"IRL","NLD",1,3,3,1,1,2,12,1,"EURO"
"BEL","NLD",1,99,99,2,4,1,812,1,"EURO"
"USA","NLD",1,3,3,1,3,2,795,1,"EURO"
"BEL","NLD",1,2,2,1,2,2,1082,1,"EURO"
"IRL","NLD",1,3,3,3,5,1,96,1,"EURO"
"NZL","NLD",1,3,4,3,5,1,102,1,"EURO"
"LUX","NLD",1,99,99,1,2,1,42,1,"EURO"
"NZL","NLD",1,3,4,99,99,1,3,1,"EURO"
"GRC","NLD",1,99,99,1,2,2,1,1,"EURO"
"NZL","NLD",1,2,2,1,2,1,78,1,"EURO"
"LUX","NLD",1,2,2,3,6,1,287,1,"EURO"
"NZL","NLD",1,1,1,1,1,2,3,1,"EURO"
"SWE","NLD",1,3,3,3,6,2,230,1,"EURO"
"GRC","NLD",1,2,2,3,5,1,37,1,"EURO"
"AUS","NLD",1,1,1,3,6,1,10730,1,"EURO"
"IRL","NLD",1,3,3,2,4,2,96,1,"EURO"
"ITA","NLD",1,3,3,1,1,1,67,1,"EURO"
"AUS","NLD",1,2,2,99,99,1,442,1,"EURO"
"AUS","NLD",1,1,1,1,2,1,36,1,"EURO"
"DEU","NLD",1,1,,3,,2,6640,1,"EURO"
"SWE","NLD",1,1,1,1,3,2,15,1,"EURO"
"GRC","NLD",1,3,3,1,2,1,39,1,"EURO"
"FRA","NLD",1,2,2,3,5,2,1030,1,"EURO"
"CAN","NLD",1,3,3,3,6,1,16085,1,"EURO"
"USA","NLD",1,3,3,1,1,1,1645,1,"EURO"
"GRC","NLD",1,3,3,2,4,2,123,1,"EURO"
"SWE","NLD",1,2,2,3,6,1,495,1,"EURO"
"NZL","NLD",1,99,99,99,99,2,189,1,"EURO"
"SWE","NLD",1,1,1,3,5,1,30,1,"EURO"
"ITA","NLD",1,3,3,1,1,2,46,1,"EURO"
"GRC","NLD",1,3,4,1,1,1,7,1,"EURO"
"GRC","NLD",1,99,99,1,1,2,2,1,"EURO"
"NZL","NLD",1,3,3,3,6,2,1149,1,"EURO"
"DNK","NLD",1,3,4,2,4,1,9,1,"EURO"
"CHE","NLD",1,2,2,1,1,2,116,1,"EURO"
"FRA","NLD",1,1,1,99,99,1,668,1,"EURO"
"GRC","NLD",1,3,4,1,3,1,2,1,"EURO"
"DNK","NLD",1,2,2,1,2,1,84,1,"EURO"
"NOR","NLD",1,99,99,1,1,1,223,1,"EURO"
"GRC","NLD",1,3,3,2,4,1,32,1,"EURO"
"IRL","NLD",1,3,3,3,6,2,108,1,"EURO"
"CHE","NLD",1,3,4,2,4,1,93,1,"EURO"
"CHE","NLD",1,3,4,1,2,1,109,1,"EURO"
"USA","NLD",1,3,4,1,2,1,295,1,"EURO"
"ITA","NLD",1,3,3,1,2,1,112,1,"EURO"
"NZL","NLD",1,3,3,99,99,2,30,1,"EURO"
"IRL","NLD",1,99,99,3,6,2,6,1,"EURO"
"CAN","NLD",1,3,4,1,2,1,25,1,"EURO"
"ITA","NLD",1,3,3,99,99,1,114,1,"EURO"
"ITA","NLD",1,1,1,3,6,2,317,1,"EURO"
"FRA","NLD",1,3,34,3,6,1,1345,1,"EURO"
"NOR","NLD",1,2,2,3,6,1,370,1,"EURO"
"USA","NLD",1,3,4,3,6,2,465,1,"EURO"
"SWE","NLD",1,99,99,1,3,1,50,1,"EURO"
"GBR","NLD",1,99,,3,,2,6154,1,"EURO"
"GRC","NLD",1,2,2,1,3,1,14,1,"EURO"
"NOR","NLD",1,99,99,3,5,2,37,1,"EURO"
"SWE","NLD",1,3,4,3,6,1,25,1,"EURO"
"LUX","NLD",1,3,3,1,2,2,90,1,"EURO"
"USA","NLD",1,1,1,2,4,1,275,1,"EURO"
"NOR","NLD",1,2,2,1,2,2,5,1,"EURO"
"USA","NLD",1,1,1,1,3,2,75,1,"EURO"
"GRC","NLD",1,3,3,1,2,2,57,1,"EURO"
"CHE","NLD",1,2,2,3,6,1,702,1,"EURO"
"AUS","NLD",1,2,2,99,99,2,181,1,"EURO"
"NOR","NLD",1,99,99,1,3,1,41,1,"EURO"
"NOR","NLD",1,99,99,3,6,2,31,1,"EURO"
"ITA","NLD",1,3,3,1,2,2,121,1,"EURO"
"ITA","NLD",1,2,2,3,6,1,215,1,"EURO"
"IRL","NLD",1,99,99,3,5,2,6,1,"EURO"
"CHE","NLD",1,1,1,2,4,2,45,1,"EURO"
"FRA","NLD",1,3,34,1,2,2,496,1,"EURO"
"IRL","NLD",1,1,1,99,99,2,39,1,"EURO"
"IRL","NLD",1,3,4,2,4,1,15,1,"EURO"
"NOR","NLD",1,1,1,3,6,1,84,1,"EURO"
"IRL","NLD",1,3,4,1,2,1,3,1,"EURO"
"CAN","NLD",1,3,4,3,6,2,120,1,"EURO"
"USA","NLD",1,3,3,3,5,1,2940,1,"EURO"
"GRC","NLD",1,3,4,1,1,2,1,1,"EURO"
"AUS","NLD",1,99,99,1,1,2,58,1,"EURO"
"LUX","NLD",1,99,99,1,2,2,29,1,"EURO"
"ITA","NLD",1,3,4,3,5,2,13,1,"EURO"
"AUS","NLD",1,2,2,1,3,2,85,1,"EURO"
"CAN","NLD",1,3,3,3,5,2,1390,1,"EURO"
"DNK","NLD",1,2,2,3,6,2,223,1,"EURO"
"SWE","NLD",1,2,2,2,4,1,90,1,"EURO"
"NZL","NLD",1,3,4,1,1,1,21,1,"EURO"
"NZL","NLD",1,3,4,3,5,2,69,1,"EURO"
"SWE","NLD",1,2,2,1,2,2,45,1,"EURO"
"DNK","NLD",1,99,99,1,3,2,11,1,"EURO"
"SWE","NLD",1,3,3,3,5,1,135,1,"EURO"
"LUX","NLD",1,2,2,1,3,1,67,1,"EURO"
"NOR","NLD",1,2,2,2,4,2,68,1,"EURO"
"SWE","NLD",1,1,1,1,3,1,10,1,"EURO"
"NOR","NLD",1,99,99,1,2,2,110,1,"EURO"
"AUS","NLD",1,3,4,3,6,1,195,1,"EURO"
"GRC","NLD",1,1,1,3,6,2,23,1,"EURO"
"AUS","NLD",1,3,3,1,2,2,233,1,"EURO"
"SWE","NLD",1,2,2,3,5,1,145,1,"EURO"
"LUX","NLD",1,1,1,1,3,2,11,1,"EURO"
"NZL","NLD",1,1,1,1,3,1,6,1,"EURO"
"DNK","NLD",1,99,99,3,5,1,22,1,"EURO"
"GRC","NLD",1,1,1,1,3,2,12,1,"EURO"
"ITA","NLD",1,3,4,3,6,1,30,1,"EURO"
"BEL","NLD",1,3,4,2,4,1,259,1,"EURO"
"SWE","NLD",1,3,3,99,99,2,20,1,"EURO"
"ITA","NLD",1,3,4,2,4,1,37,1,"EURO"
"BEL","NLD",1,1,1,3,5,2,3713,1,"EURO"
"SWE","NLD",1,2,2,3,5,2,95,1,"EURO"
"NZL","NLD",1,2,2,3,6,1,4275,1,"EURO"
"DNK","NLD",1,3,3,3,6,2,250,1,"EURO"
"GRC","NLD",1,1,1,3,5,2,53,1,"EURO"
"GRC","NLD",1,3,4,2,4,2,2,1,"EURO"
"SWE","NLD",1,1,1,3,6,2,110,1,"EURO"
"DNK","NLD",1,99,99,3,6,1,28,1,"EURO"
"NZL","NLD",1,2,2,2,4,2,195,1,"EURO"
"CAN","NLD",1,2,2,1,2,1,270,1,"EURO"
"NLD","NLD",0,99,,99,99,1,41791,1,"EURO"
"NOR","NLD",1,3,3,3,5,2,150,1,"EURO"
"NZL","NLD",1,2,2,3,6,2,3831,1,"EURO"
"DNK","NLD",1,3,3,1,2,2,32,1,"EURO"
"SWE","NLD",1,3,4,2,4,1,45,1,"EURO"
"AUS","NLD",1,3,3,1,1,2,226,1,"EURO"
"CHE","NLD",1,3,3,1,3,1,275,1,"EURO"
"USA","NLD",1,3,3,1,1,2,949,1,"EURO"
"BEL","NLD",1,99,99,1,3,2,385,1,"EURO"
"AUS","NLD",1,1,1,99,99,2,509,1,"EURO"
"IRL","NLD",1,3,4,3,5,1,3,1,"EURO"
"SWE","NLD",1,3,3,99,99,1,15,1,"EURO"
"SWE","NLD",1,2,2,1,3,2,40,1,"EURO"
"CHE","NLD",1,2,2,3,6,2,1241,1,"EURO"
"NLD","NLD",0,2,,99,99,2,2156953,1,"EURO"
"IRL","NLD",1,2,2,3,5,2,78,1,"EURO"
"DNK","NLD",1,3,3,3,5,1,155,1,"EURO"
"NZL","NLD",1,3,3,1,1,2,39,1,"EURO"
"CAN","NLD",1,2,2,3,6,1,22030,1,"EURO"
"BEL","NLD",1,2,2,3,6,2,3310,1,"EURO"
"AUS","NLD",1,99,99,1,2,1,44,1,"EURO"
"FRA","NLD",1,2,2,99,99,2,890,1,"EURO"
"SWE","NLD",1,1,1,3,6,1,125,1,"EURO"
"GRC","NLD",1,2,2,2,4,1,38,1,"EURO"
"CHE","NLD",1,1,1,99,99,2,102,1,"EURO"
"LUX","NLD",1,2,2,3,6,2,306,1,"EURO"
"CAN","NLD",1,2,2,99,99,2,220,1,"EURO"
"AUS","NLD",1,3,3,3,5,2,882,1,"EURO"
"GRC","NLD",1,1,1,1,1,2,15,1,"EURO"
"LUX","NLD",1,3,3,1,1,1,9,1,"EURO"
"AUS","NLD",1,3,4,1,1,2,16,1,"EURO"
"SWE","NLD",1,1,1,99,99,1,15,1,"EURO"
"FRA","NLD",1,2,2,1,1,2,478,1,"EURO"
"ITA","NLD",1,3,4,1,3,1,21,1,"EURO"
"DNK","NLD",1,3,3,3,5,2,82,1,"EURO"
"BEL","NLD",1,99,99,1,2,2,548,1,"EURO"
"NOR","NLD",1,99,99,3,5,1,44,1,"EURO"
"GBR","NLD",1,99,,1,,2,3061,1,"EURO"
"ITA","NLD",1,2,2,1,2,2,120,1,"EURO"
"LUX","NLD",1,99,99,3,5,2,27,1,"EURO"
"AUS","NLD",1,1,1,2,4,2,80,1,"EURO"
"IRL","NLD",1,99,99,1,3,2,12,1,"EURO"
"AUS","NLD",1,2,2,3,6,1,15305,1,"EURO"
"NOR","NLD",1,1,1,2,4,2,11,1,"EURO"
"GRC","NLD",1,3,4,99,99,2,3,1,"EURO"
"BEL","NLD",1,1,1,1,1,1,813,1,"EURO"
"CAN","NLD",1,3,3,1,3,1,220,1,"EURO"
"LUX","NLD",1,99,99,3,6,2,103,1,"EURO"
"SWE","NLD",1,1,1,99,99,2,10,1,"EURO"
"FRA","NLD",1,2,2,3,6,1,1044,1,"EURO"
"NZL","NLD",1,3,3,1,2,2,54,1,"EURO"
"ITA","NLD",1,3,4,3,5,1,53,1,"EURO"
"IRL","NLD",1,1,1,3,6,1,42,1,"EURO"
"DNK","NLD",1,1,1,1,1,1,4,1,"EURO"
"IRL","NLD",1,3,4,3,6,1,3,1,"EURO"
"FRA","NLD",1,1,1,2,4,2,252,1,"EURO"
"GRC","NLD",1,2,2,1,1,1,49,1,"EURO"
"LUX","NLD",1,1,1,3,6,2,149,1,"EURO"
"AUS","NLD",1,99,99,1,1,1,61,1,"EURO"
"CHE","NLD",1,3,3,99,99,1,1218,1,"EURO"
"NOR","NLD",1,3,3,3,6,1,371,1,"EURO"
"NZL","NLD",1,2,2,2,4,1,237,1,"EURO"
"USA","NLD",1,3,3,3,5,2,2515,1,"EURO"
"ITA","NLD",1,1,1,1,2,1,40,1,"EURO"
"GRC","NLD",1,1,1,1,2,1,10,1,"EURO"
"NZL","NLD",1,3,4,1,2,2,21,1,"EURO"
"AUS","NLD",1,2,2,3,5,2,879,1,"EURO"
"GRC","NLD",1,99,99,2,4,2,1,1,"EURO"
"ITA","NLD",1,1,1,2,4,1,45,1,"EURO"
"NLD","NOAM",1,3,,3,,1,1850,1,"NOAM"
"GBR","NOAM",1,3,,2,,1,2561,1,"NOAM"
"GBR","NOAM",1,2,,3,,2,3791,1,"NOAM"
"NLD","NOAM",1,2,,3,,1,1627,1,"NOAM"
"NLD","NOAM",1,2,,3,,2,1870,1,"NOAM"
"SWE","NOR",1,3,4,3,6,1,90,1,"EURO"
"LUX","NOR",1,2,2,1,2,1,3,1,"EURO"
"ESP","NOR",1,3,3,1,1,2,120,1,"EURO"
"LUX","NOR",1,3,3,2,4,1,4,1,"EURO"
"SWE","NOR",1,2,2,1,3,1,270,1,"EURO"
"NOR","NOR",0,99,99,99,99,2,34410,1,"EURO"
"LUX","NOR",1,3,3,3,5,2,1,1,"EURO"
"AUS","NOR",1,2,2,3,5,2,53,1,"EURO"
"FRA","NOR",1,3,34,2,4,2,110,1,"EURO"
"ITA","NOR",1,2,2,1,1,1,12,1,"EURO"
"SWE","NOR",1,2,2,3,6,1,3125,1,"EURO"
"ITA","NOR",1,1,1,99,99,2,80,1,"EURO"
"GRC","NOR",1,2,2,99,99,2,11,1,"EURO"
"IRL","NOR",1,3,3,3,6,2,3,1,"EURO"
"GRC","NOR",1,99,99,2,4,1,1,1,"EURO"
"IRL","NOR",1,1,1,3,5,1,3,1,"EURO"
"ITA","NOR",1,1,1,1,2,2,8,1,"EURO"
"BEL","NOR",1,3,4,1,1,2,2,1,"EURO"
"ESP","NOR",1,1,1,3,5,2,320,1,"EURO"
"ESP","NOR",1,2,2,3,6,1,160,1,"EURO"
"SWE","NOR",1,1,1,2,4,2,150,1,"EURO"
"DNK","NOR",1,3,4,3,6,2,6,1,"EURO"
"GRC","NOR",1,1,1,3,5,2,9,1,"EURO"
"GRC","NOR",1,2,2,1,3,2,10,1,"EURO"
"CAN","NOR",1,1,1,2,4,2,15,1,"EURO"
"ITA","NOR",1,3,4,1,1,2,1,1,"EURO"
"FRA","NOR",1,2,2,99,99,2,85,1,"EURO"
"CAN","NOR",1,2,2,99,99,1,50,1,"EURO"
"IRL","NOR",1,3,3,1,2,1,30,1,"EURO"
"USA","NOR",1,3,4,2,4,1,49,1,"EURO"
"ESP","NOR",1,1,1,1,1,2,260,1,"EURO"
"ITA","NOR",1,3,4,1,3,1,3,1,"EURO"
"SWE","NOR",1,2,2,99,99,2,440,1,"EURO"
"ITA","NOR",1,3,3,1,2,1,10,1,"EURO"
"CAN","NOR",1,1,1,3,5,2,25,1,"EURO"
"USA","NOR",1,3,3,1,2,2,400,1,"EURO"
"DNK","NOR",1,2,2,1,1,2,2,1,"EURO"
"DNK","NOR",1,2,2,1,1,1,1,1,"EURO"
"IRL","NOR",1,2,2,1,3,1,12,1,"EURO"
"BEL","NOR",1,1,1,3,6,1,44,1,"EURO"
"CHE","NOR",1,3,3,99,99,1,354,1,"EURO"
"ESP","NOR",1,3,3,1,2,1,100,1,"EURO"
"CAN","NOR",1,1,1,99,99,1,25,1,"EURO"
"IRL","NOR",1,3,3,99,99,1,12,1,"EURO"
"BEL","NOR",1,99,99,99,99,1,1,1,"EURO"
"IRL","NOR",1,3,3,99,99,2,15,1,"EURO"
"SWE","NOR",1,3,3,2,4,1,315,1,"EURO"
"FRA","NOR",1,2,2,3,5,2,51,1,"EURO"
"BEL","NOR",1,2,2,1,3,2,6,1,"EURO"
"SWE","NOR",1,99,99,99,99,2,5,1,"EURO"
"LUX","NOR",1,1,1,99,99,2,1,1,"EURO"
"SWE","NOR",1,3,4,3,6,2,35,1,"EURO"
"CAN","NOR",1,3,3,1,2,2,30,1,"EURO"
"DNK","NOR",1,2,2,1,2,1,8,1,"EURO"
"ITA","NOR",1,3,4,99,99,2,6,1,"EURO"
"AUS","NOR",1,1,1,1,1,2,70,1,"EURO"
"AUS","NOR",1,2,2,3,5,1,48,1,"EURO"
"LUX","NOR",1,1,1,1,3,1,1,1,"EURO"
"GRC","NOR",1,3,3,3,6,1,2,1,"EURO"
"BEL","NOR",1,1,1,1,1,1,4,1,"EURO"
"DNK","NOR",1,99,99,1,1,2,596,1,"EURO"
"LUX","NOR",1,3,3,1,2,1,19,1,"EURO"
"IRL","NOR",1,1,1,1,3,2,3,1,"EURO"
"GRC","NOR",1,2,2,1,2,2,25,1,"EURO"
"ITA","NOR",1,2,2,1,2,2,26,1,"EURO"
"AUS","NOR",1,1,1,1,2,1,10,1,"EURO"
"ITA","NOR",1,2,2,1,1,2,16,1,"EURO"
"LUX","NOR",1,99,99,3,6,2,3,1,"EURO"
"LUX","NOR",1,99,99,1,2,1,5,1,"EURO"
"LUX","NOR",1,3,3,1,1,1,1,1,"EURO"
