country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,sex,number,reg_oecd,reg_regions
"ESP","KWT",1,3,3,3,2,20,0,"ASIA"
"BEL","KWT",1,2,2,3,2,2,0,"ASIA"
"CHE","KWT",1,99,99,3,1,12,0,"ASIA"
"AUS","KWT",1,3,3,1,2,141,0,"ASIA"
"AUS","KWT",1,3,3,2,2,14,0,"ASIA"
"CHE","KWT",1,3,3,3,2,2,0,"ASIA"
"CZE","KWT",1,2,2,99,1,1,0,"ASIA"
"FIN","KWT",1,2,2,2,1,5,0,"ASIA"
"CHE","KWT",1,3,3,1,1,2,0,"ASIA"
"SWE","KWT",1,1,1,3,1,85,0,"ASIA"
"GBR","KWT",1,1,1,2,2,17,0,"ASIA"
"DNK","KWT",1,1,1,2,2,12,0,"ASIA"
"NOR","KWT",1,1,1,3,1,10,0,"ASIA"
"USA","KWT",1,1,1,2,2,40,0,"ASIA"
"GBR","KWT",1,99,99,3,2,25,0,"ASIA"
"IRL","KWT",1,99,99,3,1,3,0,"ASIA"
"CZE","KWT",1,1,1,1,2,1,0,"ASIA"
"FRA","KWT",1,1,1,1,1,60,0,"ASIA"
"SWE","KWT",1,3,3,1,1,40,0,"ASIA"
"ITA","KWT",1,2,2,2,1,7,0,"ASIA"
"GRC","KWT",1,2,2,3,2,12,0,"ASIA"
"FIN","KWT",1,3,3,3,1,5,0,"ASIA"
"SWE","KWT",1,3,3,3,1,45,0,"ASIA"
"CAN","KWT",1,3,3,2,2,145,0,"ASIA"
"GBR","KWT",1,3,34,1,1,745,0,"ASIA"
"SWE","KWT",1,1,1,3,2,75,0,"ASIA"
"AUS","KWT",1,2,2,3,2,157,0,"ASIA"
"NZL","KWT",1,3,3,3,1,9,0,"ASIA"
"CZE","KWT",1,2,2,3,1,9,0,"ASIA"
"CZE","KWT",1,2,2,2,2,1,0,"ASIA"
"ITA","KWT",1,1,1,3,1,20,0,"ASIA"
"GBR","KWT",1,3,34,3,2,380,0,"ASIA"
"FRA","KWT",1,2,2,1,2,13,0,"ASIA"
"BEL","KWT",1,99,99,99,1,6,0,"ASIA"
"AUS","LAO",1,2,2,1,2,706,0,"ASIA"
"NZL","LAO",1,3,3,3,2,9,0,"ASIA"
"CHE","LAO",1,3,4,3,2,6,0,"ASIA"
"FRA","LAO",1,3,34,2,1,333,0,"ASIA"
"SWE","LAO",1,1,1,2,1,5,0,"ASIA"
"AUS","LAO",1,99,99,3,2,148,0,"ASIA"
"CHE","LAO",1,3,4,2,2,3,0,"ASIA"
"NZL","LAO",1,1,1,2,1,15,0,"ASIA"
"BEL","LAO",1,99,99,99,2,38,0,"ASIA"
"FRA","LAO",1,3,34,3,1,536,0,"ASIA"
"JPN","LAO",1,2,2,99,2,5,0,"ASIA"
"LUX","LAO",1,3,3,1,1,4,0,"ASIA"
"AUS","LAO",1,1,1,3,2,1427,0,"ASIA"
"AUS","LAO",1,3,3,1,1,601,0,"ASIA"
"USA","LAO",1,2,2,3,2,10635,0,"ASIA"
"BEL","LAO",1,3,3,3,1,12,0,"ASIA"
"CAN","LAO",1,3,3,2,2,110,0,"ASIA"
"SWE","LAO",1,2,2,2,1,5,0,"ASIA"
"USA","LAO",1,3,3,3,1,3205,0,"ASIA"
"CHE","LAO",1,3,3,3,1,3,0,"ASIA"
"BEL","LAO",1,1,1,99,1,2,0,"ASIA"
"LUX","LAO",1,3,3,1,2,3,0,"ASIA"
"AUS","LAO",1,2,2,2,1,139,0,"ASIA"
"AUS","LAO",1,1,1,99,1,10,0,"ASIA"
"FRA","LAO",1,2,2,3,1,716,0,"ASIA"
"FRA","LAO",1,3,34,1,1,2828,0,"ASIA"
"LUX","LAO",1,2,2,1,1,4,0,"ASIA"
"GBR","LAO",1,3,34,3,2,23,0,"ASIA"
"USA","LAO",1,2,2,1,2,20345,0,"ASIA"
"LUX","LAO",1,2,2,3,2,1,0,"ASIA"
"CAN","LAO",1,2,2,2,1,175,0,"ASIA"
"NZL","LAO",1,1,1,1,1,117,0,"ASIA"
"DNK","LAO",1,1,1,3,1,1,0,"ASIA"
"GBR","LAO",1,2,2,1,1,24,0,"ASIA"
"PRT","LAO",1,1,1,3,2,1,0,"ASIA"
"AUS","LAO",1,99,99,3,1,103,0,"ASIA"
"LUX","LAO",1,99,99,3,2,2,0,"ASIA"
"BEL","LAO",1,99,99,1,1,22,0,"ASIA"
"CHE","LAO",1,1,1,3,2,27,0,"ASIA"
"GBR","LAO",1,1,1,1,2,36,0,"ASIA"
"SWE","LAO",1,1,1,3,1,30,0,"ASIA"
"LUX","LAO",1,3,3,3,2,1,0,"ASIA"
"SWE","LAO",1,2,2,2,2,5,0,"ASIA"
"NZL","LAO",1,99,99,1,2,36,0,"ASIA"
"AUS","LAO",1,1,1,99,2,19,0,"ASIA"
"CAN","LAO",1,2,2,2,2,140,0,"ASIA"
"USA","LAO",1,3,4,1,1,135,0,"ASIA"
"ITA","LAO",1,3,3,1,1,2,0,"ASIA"
"USA","LAO",1,3,3,2,1,385,0,"ASIA"
"HUN","LAO",1,3,34,1,1,16,0,"ASIA"
"GBR","LAO",1,3,34,2,2,5,0,"ASIA"
"USA","LAO",1,1,1,3,2,32425,0,"ASIA"
"USA","LAO",1,2,2,1,1,27980,0,"ASIA"
"FRA","LAO",1,1,1,3,1,1988,0,"ASIA"
"SWE","LAO",1,1,1,1,1,45,0,"ASIA"
"IRL","LAO",1,3,3,1,1,6,0,"ASIA"
"SWE","LAO",1,2,2,3,1,25,0,"ASIA"
"CHE","LAO",1,2,2,3,1,10,0,"ASIA"
"AUS","LAO",1,99,99,1,2,143,0,"ASIA"
"AUS","LAO",1,99,99,2,2,22,0,"ASIA"
"AUS","LAO",1,3,3,3,2,133,0,"ASIA"
"BEL","LAO",1,1,1,2,1,32,0,"ASIA"
"BEL","LAO",1,3,3,1,1,65,0,"ASIA"
"BEL","LAO",1,3,4,1,1,3,0,"ASIA"
"GBR","LAO",1,1,1,1,1,55,0,"ASIA"
"GBR","LAO",1,99,99,1,1,10,0,"ASIA"
"CHE","LAO",1,99,99,1,1,85,0,"ASIA"
"CHE","LAO",1,2,2,1,2,100,0,"ASIA"
"AUS","LAO",1,2,2,3,2,387,0,"ASIA"
"AUS","LAO",1,3,3,2,1,51,0,"ASIA"
"ITA","LAO",1,3,4,1,1,1,0,"ASIA"
"BEL","LAO",1,99,99,99,1,50,0,"ASIA"
"GRC","LAO",1,1,1,3,2,1,0,"ASIA"
"JPN","LAO",1,1,1,1,1,152,0,"ASIA"
"SWE","LAO",1,3,3,1,2,10,0,"ASIA"
"CHE","LAO",1,2,2,1,1,116,0,"ASIA"
"CAN","LAO",1,1,1,3,1,770,0,"ASIA"
"ITA","LAO",1,3,3,2,1,1,0,"ASIA"
"SWE","LAO",1,2,2,3,2,20,0,"ASIA"
"BEL","LAO",1,1,1,3,1,57,0,"ASIA"
"FRA","LAO",1,3,34,3,2,747,0,"ASIA"
"BEL","LAO",1,99,99,3,2,19,0,"ASIA"
"SWE","LAO",1,1,1,2,2,5,0,"ASIA"
"NZL","LAO",1,2,2,1,1,144,0,"ASIA"
"NZL","LAO",1,2,2,3,1,42,0,"ASIA"
"SWE","LAO",1,1,1,3,2,45,0,"ASIA"
"ITA","LAO",1,1,1,3,1,9,0,"ASIA"
"DNK","LAO",1,1,1,1,1,2,0,"ASIA"
"JPN","LAO",1,99,99,1,2,26,0,"ASIA"
"HUN","LAO",1,3,34,3,1,1,0,"ASIA"
"CZE","LAO",1,3,3,3,1,1,0,"ASIA"
"BEL","LAO",1,1,1,1,1,145,0,"ASIA"
"AUS","LAO",1,1,1,1,2,925,0,"ASIA"
"JPN","LAO",1,99,99,1,1,26,0,"ASIA"
"JPN","LAO",1,2,2,1,1,129,0,"ASIA"
"CAN","LAO",1,1,1,2,1,175,0,"ASIA"
"FIN","LAO",1,3,4,1,2,5,0,"ASIA"
"CAN","LAO",1,3,3,2,1,75,0,"ASIA"
"USA","LAO",1,1,1,1,2,19620,0,"ASIA"
"NZL","LAO",1,1,1,2,2,9,0,"ASIA"
"BEL","LAO",1,1,1,99,2,2,0,"ASIA"
"FRA","LAO",1,3,34,1,2,1917,0,"ASIA"
"CZE","LAO",1,2,2,1,1,2,0,"ASIA"
"NZL","LAO",1,2,2,3,2,69,0,"ASIA"
"USA","LAO",1,3,3,1,2,7460,0,"ASIA"
"CAN","LAO",1,3,3,1,1,1065,0,"ASIA"
"USA","LAO",1,3,4,3,1,90,0,"ASIA"
"CHE","LAO",1,3,4,1,2,12,0,"ASIA"
"CHE","LAO",1,99,99,3,1,21,0,"ASIA"
"BEL","LAO",1,3,3,2,2,14,0,"ASIA"
"FRA","LAO",1,2,2,2,2,1090,0,"ASIA"
"DNK","LAO",1,99,99,1,2,1,0,"ASIA"
"CHE","LAO",1,3,3,2,1,1,0,"ASIA"
"FRA","LAO",1,1,1,3,2,4763,0,"ASIA"
"CHE","LAO",1,99,99,2,2,6,0,"ASIA"
"HUN","LAO",1,2,2,1,1,4,0,"ASIA"
"USA","LAO",1,1,1,2,1,1875,0,"ASIA"
"IRL","LAO",1,1,1,3,1,3,0,"ASIA"
"HUN","LAO",1,3,34,3,2,1,0,"ASIA"
"FIN","LAO",1,1,1,3,2,5,0,"ASIA"
"ITA","LAO",1,2,2,3,2,10,0,"ASIA"
"DNK","LAO",1,99,99,1,1,1,0,"ASIA"
"JPN","LAO",1,99,99,3,1,111,0,"ASIA"
"CHE","LAO",1,3,3,1,2,13,0,"ASIA"
"AUS","LAO",1,99,99,1,1,175,0,"ASIA"
"BEL","LAO",1,2,2,3,2,33,0,"ASIA"
"CHE","LAO",1,2,2,2,2,6,0,"ASIA"
"JPN","LAO",1,2,2,3,2,66,0,"ASIA"
"BEL","LAO",1,3,3,3,2,8,0,"ASIA"
"JPN","LAO",1,1,1,1,2,113,0,"ASIA"
"BEL","LAO",1,2,2,99,2,2,0,"ASIA"
"CHE","LAO",1,2,2,3,2,25,0,"ASIA"
"CAN","LAO",1,3,4,1,1,25,0,"ASIA"
"GRC","LAO",1,3,3,1,1,2,0,"ASIA"
"ITA","LAO",1,2,2,1,2,13,0,"ASIA"
"FRA","LAO",1,2,2,1,2,3348,0,"ASIA"
"AUS","LAO",1,99,99,2,1,25,0,"ASIA"
"HUN","LAO",1,1,1,1,2,1,0,"ASIA"
"CAN","LAO",1,1,1,2,2,285,0,"ASIA"
"BEL","LAO",1,2,2,1,2,86,0,"ASIA"
"LUX","LAO",1,99,99,1,2,1,0,"ASIA"
"IRL","LAO",1,1,1,1,2,3,0,"ASIA"
"USA","LAO",1,3,4,2,1,10,0,"ASIA"
"USA","LAO",1,2,2,2,1,1935,0,"ASIA"
"AUS","LAO",1,1,1,2,1,214,0,"ASIA"
"NZL","LAO",1,3,3,1,1,27,0,"ASIA"
"FRA","LAO",1,1,1,2,1,1302,0,"ASIA"
"JPN","LAO",1,3,3,3,2,13,0,"ASIA"
"CAN","LAO",1,2,2,1,2,1240,0,"ASIA"
"NZL","LAO",1,1,1,3,2,105,0,"ASIA"
"AUS","LAO",1,2,2,99,1,8,0,"ASIA"
"JPN","LAO",1,1,1,99,1,7,0,"ASIA"
"JPN","LAO",1,99,99,99,1,36,0,"ASIA"
"FRA","LAO",1,1,1,1,1,5576,0,"ASIA"
"SWE","LAO",1,99,99,3,1,10,0,"ASIA"
"CAN","LAO",1,3,3,3,1,185,0,"ASIA"
"DNK","LAO",1,1,1,3,2,2,0,"ASIA"
"JPN","LAO",1,99,99,99,2,5,0,"ASIA"
"SVK","LAO",1,3,3,1,1,2,0,"ASIA"
"CAN","LAO",1,2,2,3,1,305,0,"ASIA"
"JPN","LAO",1,2,2,1,2,68,0,"ASIA"
"AUS","LAO",1,3,3,3,1,97,0,"ASIA"
"JPN","LAO",1,1,1,3,1,20,0,"ASIA"
"JPN","LAO",1,1,1,2,1,18,0,"ASIA"
"BEL","LAO",1,2,2,99,1,1,0,"ASIA"
"DNK","LAO",1,99,99,3,1,2,0,"ASIA"
"CHE","LAO",1,99,99,2,1,9,0,"ASIA"
"GBR","LAO",1,99,99,99,2,6,0,"ASIA"
"POL","LAO",1,3,3,1,2,3,0,"ASIA"
"CHE","LAO",1,99,99,1,2,67,0,"ASIA"
"BEL","LAO",1,2,2,2,2,16,0,"ASIA"
"USA","LAO",1,3,3,3,2,2730,0,"ASIA"
"CHE","LAO",1,1,1,3,1,15,0,"ASIA"
"CHE","LAO",1,3,3,2,2,3,0,"ASIA"
"SWE","LAO",1,3,3,2,1,5,0,"ASIA"
"CZE","LAO",1,3,3,1,1,3,0,"ASIA"
"SWE","LAO",1,1,1,1,2,45,0,"ASIA"
"NZL","LAO",1,99,99,2,1,9,0,"ASIA"
"BEL","LAO",1,99,99,2,2,7,0,"ASIA"
"USA","LAO",1,3,4,3,2,59,0,"ASIA"
"HUN","LAO",1,2,2,1,2,2,0,"ASIA"
"HUN","LAO",1,1,1,1,1,1,0,"ASIA"
"POL","LAO",1,3,3,3,1,3,0,"ASIA"
"CAN","LAO",1,3,3,3,2,245,0,"ASIA"
"POL","LAO",1,2,2,3,1,3,0,"ASIA"
"USA","LAO",1,3,3,2,2,285,0,"ASIA"
"AUS","LAO",1,2,2,2,2,82,0,"ASIA"
"BEL","LAO",1,2,2,1,1,98,0,"ASIA"
"BEL","LAO",1,1,1,2,2,31,0,"ASIA"
"SWE","LAO",1,3,4,3,2,5,0,"ASIA"
"SWE","LAO",1,99,99,1,2,5,0,"ASIA"
"FRA","LAO",1,2,2,2,1,975,0,"ASIA"
"GRC","LAO",1,3,3,1,2,1,0,"ASIA"
"USA","LAO",1,2,2,3,1,10350,0,"ASIA"
"BEL","LAO",1,1,1,3,2,83,0,"ASIA"
"FRA","LAO",1,2,2,3,2,1391,0,"ASIA"
"BEL","LAO",1,3,3,2,1,8,0,"ASIA"
"FRA","LAO",1,2,2,1,1,5910,0,"ASIA"
"NZL","LAO",1,99,99,3,1,36,0,"ASIA"
"BEL","LAO",1,99,99,1,2,16,0,"ASIA"
"FRA","LAO",1,1,1,2,2,2289,0,"ASIA"
"FRA","LAO",1,3,34,2,2,420,0,"ASIA"
"GBR","LAO",1,99,99,99,1,6,0,"ASIA"
"IRL","LAO",1,1,1,1,1,3,0,"ASIA"
"IRL","LAO",1,2,2,3,2,3,0,"ASIA"
"CZE","LAO",1,2,2,3,1,1,0,"ASIA"
"BEL","LAO",1,2,2,3,1,22,0,"ASIA"
"POL","LAO",1,3,3,1,1,12,0,"ASIA"
"BEL","LAO",1,3,3,1,2,72,0,"ASIA"
"CAN","LAO",1,1,1,1,1,2415,0,"ASIA"
"JPN","LAO",1,2,2,2,1,13,0,"ASIA"
"BEL","LAO",1,99,99,2,1,6,0,"ASIA"
"GBR","LAO",1,99,99,1,2,11,0,"ASIA"
"JPN","LAO",1,1,1,3,2,94,0,"ASIA"
"USA","LAO",1,1,1,1,1,21030,0,"ASIA"
"AUS","LAO",1,1,1,1,1,1169,0,"ASIA"
"AUS","LAO",1,2,2,3,1,263,0,"ASIA"
"SWE","LAO",1,3,3,1,1,5,0,"ASIA"
"JPN","LAO",1,3,3,2,1,3,0,"ASIA"
"JPN","LAO",1,3,3,3,1,12,0,"ASIA"
"BEL","LAO",1,3,4,2,2,1,0,"ASIA"
"GRC","LAO",1,2,2,3,2,1,0,"ASIA"
"DNK","LAO",1,2,2,1,1,4,0,"ASIA"
"GBR","LAO",1,3,34,1,2,70,0,"ASIA"
"CHE","LAO",1,3,4,2,1,1,0,"ASIA"
"USA","LAO",1,3,3,1,1,11490,0,"ASIA"
"BEL","LAO",1,99,99,3,1,9,0,"ASIA"
"CZE","LAO",1,3,3,1,2,1,0,"ASIA"
"NZL","LAO",1,99,99,3,2,27,0,"ASIA"
"JPN","LAO",1,3,3,1,2,21,0,"ASIA"
"IRL","LAO",1,1,1,3,2,6,0,"ASIA"
"SWE","LAO",1,2,2,1,1,50,0,"ASIA"
"AUS","LAO",1,2,2,1,1,1105,0,"ASIA"
"NZL","LAO",1,3,3,1,2,24,0,"ASIA"
"JPN","LAO",1,1,1,99,2,3,0,"ASIA"
"ITA","LAO",1,1,1,3,2,38,0,"ASIA"
"POL","LAO",1,2,2,1,1,3,0,"ASIA"
"BEL","LAO",1,1,1,1,2,117,0,"ASIA"
"USA","LAO",1,3,4,1,2,40,0,"ASIA"
"DNK","LAO",1,3,3,1,1,1,0,"ASIA"
"GBR","LAO",1,1,1,3,2,55,0,"ASIA"
"CHE","LAO",1,1,1,1,2,83,0,"ASIA"
"SWE","LAO",1,99,99,3,2,15,0,"ASIA"
"POL","LAO",1,3,3,2,1,3,0,"ASIA"
"DNK","LAO",1,2,2,3,2,1,0,"ASIA"
"BEL","LAO",1,2,2,2,1,26,0,"ASIA"
"CAN","LAO",1,2,2,1,1,1970,0,"ASIA"
"GBR","LAO",1,3,34,3,1,10,0,"ASIA"
"CHE","LAO",1,1,1,2,2,6,0,"ASIA"
"JPN","LAO",1,2,2,2,2,6,0,"ASIA"
"NZL","LAO",1,2,2,1,2,75,0,"ASIA"
"CAN","LAO",1,1,1,1,2,2075,0,"ASIA"
"AUS","LAO",1,99,99,99,1,21,0,"ASIA"
"DNK","LAO",1,2,2,3,1,1,0,"ASIA"
"JPN","LAO",1,3,3,99,1,1,0,"ASIA"
"GBR","LAO",1,3,34,1,1,58,0,"ASIA"
"GBR","LAO",1,2,2,1,2,29,0,"ASIA"
"NZL","LAO",1,99,99,2,2,9,0,"ASIA"
"GBR","LAO",1,1,1,3,1,18,0,"ASIA"
"GBR","LAO",1,1,1,2,1,8,0,"ASIA"
"NZL","LAO",1,2,2,2,1,21,0,"ASIA"
"MEX","LAO",1,3,3,1,1,1,0,"ASIA"
"AUS","LAO",1,1,1,3,1,648,0,"ASIA"
"CHE","LAO",1,2,2,2,1,10,0,"ASIA"
"CHE","LAO",1,3,3,1,1,20,0,"ASIA"
"AUS","LAO",1,1,1,2,2,222,0,"ASIA"
"CHE","LAO",1,3,4,1,1,14,0,"ASIA"
"CHE","LAO",1,1,1,2,1,6,0,"ASIA"
"CZE","LAO",1,3,3,3,2,1,0,"ASIA"
"AUS","LAO",1,3,4,1,1,6,0,"ASIA"
"CAN","LAO",1,2,2,3,2,485,0,"ASIA"
"NZL","LAO",1,3,3,3,1,6,0,"ASIA"
"CHE","LAO",1,3,3,3,2,1,0,"ASIA"
"AUS","LAO",1,3,3,2,2,36,0,"ASIA"
"ITA","LAO",1,3,3,3,2,2,0,"ASIA"
"JPN","LAO",1,99,99,3,2,102,0,"ASIA"
"ITA","LAO",1,1,1,2,2,4,0,"ASIA"
"GBR","LAO",1,99,99,2,1,6,0,"ASIA"
"GBR","LAO",1,2,2,2,1,5,0,"ASIA"
"JPN","LAO",1,2,2,99,1,3,0,"ASIA"
"JPN","LAO",1,99,99,2,2,1,0,"ASIA"
"IRL","LAO",1,1,1,2,1,3,0,"ASIA"
"FIN","LAO",1,1,1,1,2,5,0,"ASIA"
"GBR","LAO",1,1,1,2,2,7,0,"ASIA"
"USA","LAO",1,2,2,2,2,1175,0,"ASIA"
"USA","LAO",1,1,1,2,2,1740,0,"ASIA"
"AUS","LAO",1,99,99,99,2,30,0,"ASIA"
"ITA","LAO",1,1,1,1,2,42,0,"ASIA"
"ITA","LAO",1,1,1,1,1,78,0,"ASIA"
"USA","LAO",1,1,1,3,1,19795,0,"ASIA"
"HUN","LAO",1,3,34,1,2,3,0,"ASIA"
"ITA","LAO",1,3,3,3,1,1,0,"ASIA"
"IRL","LAO",1,2,2,1,1,3,0,"ASIA"
"CAN","LAO",1,3,3,1,2,1025,0,"ASIA"
"NZL","LAO",1,1,1,1,2,90,0,"ASIA"
"POL","LAO",1,2,2,2,1,3,0,"ASIA"
"SWE","LAO",1,3,3,3,1,10,0,"ASIA"
"LUX","LAO",1,2,2,1,2,3,0,"ASIA"
"CHE","LAO",1,1,1,1,1,68,0,"ASIA"
"NZL","LAO",1,99,99,1,1,42,0,"ASIA"
"CAN","LAO",1,1,1,3,2,1485,0,"ASIA"
"JPN","LAO",1,2,2,3,1,6,0,"ASIA"
"FRA","LAO",1,1,1,1,2,4498,0,"ASIA"
"NZL","LAO",1,1,1,3,1,66,0,"ASIA"
"GRC","LAO",1,1,1,3,1,1,0,"ASIA"
"DNK","LAO",1,1,1,1,2,2,0,"ASIA"
"AUS","LAO",1,3,3,1,2,526,0,"ASIA"
"NZL","LAO",1,2,2,2,2,12,0,"ASIA"
"DNK","LAO",1,2,2,1,2,8,0,"ASIA"
"SWE","LAO",1,2,2,1,2,40,0,"ASIA"
"NZL","LAO",1,3,4,1,1,3,0,"ASIA"
"JPN","LAO",1,3,3,1,1,38,0,"ASIA"
"GBR","LAO",1,2,2,3,2,14,0,"ASIA"
"SVK","LAO",1,3,3,1,2,1,0,"ASIA"
"GBR","LAO",1,2,2,3,1,4,0,"ASIA"
"JPN","LAO",1,1,1,2,2,11,0,"ASIA"
"HUN","LAO",1,1,1,3,2,1,0,"ASIA"
"CHE","LAO",1,99,99,3,2,62,0,"ASIA"
"ITA","LAO",1,2,2,1,1,18,0,"ASIA"
"USA","LBN",1,1,1,3,1,5475,0,"ASIA"
"POL","LBN",1,2,2,99,1,12,0,"ASIA"
"TUR","LBN",1,99,99,1,1,9,0,"ASIA"
"SWE","LBN",1,1,1,3,2,2675,0,"ASIA"
"NZL","LBN",1,3,3,1,1,27,0,"ASIA"
"AUT","LBN",1,1,1,2,1,28,0,"ASIA"
"NZL","LBN",1,99,99,3,2,9,0,"ASIA"
"TUR","LBN",1,2,2,3,2,88,0,"ASIA"
"MEX","LBN",1,3,3,1,2,17,0,"ASIA"
"NZL","LBN",1,3,3,2,1,6,0,"ASIA"
"AUT","LBN",1,1,1,3,2,110,0,"ASIA"
"FRA","LBN",1,3,34,3,2,2174,0,"ASIA"
"ITA","LBN",1,3,4,3,2,25,0,"ASIA"
"LUX","LBN",1,1,1,1,1,1,0,"ASIA"
"BEL","LBN",1,1,1,3,1,116,0,"ASIA"
"CZE","LBN",1,1,1,1,2,1,0,"ASIA"
"GRC","LBN",1,3,4,1,2,1,0,"ASIA"
"PRT","LBN",1,1,1,3,1,2,0,"ASIA"
"DNK","LBN",1,1,1,3,2,2407,0,"ASIA"
"CZE","LBN",1,3,3,1,2,6,0,"ASIA"
"HUN","LBN",1,2,2,2,2,1,0,"ASIA"
"AUS","LBN",1,3,4,3,2,6,0,"ASIA"
"NOR","LBN",1,1,1,3,1,67,0,"ASIA"
"USA","LBN",1,3,3,2,2,395,0,"ASIA"
"ITA","LBN",1,1,1,1,2,76,0,"ASIA"
"CAN","LBN",1,3,4,1,2,100,0,"ASIA"
"NZL","LBN",1,2,2,3,1,39,0,"ASIA"
"HUN","LBN",1,2,2,1,1,16,0,"ASIA"
"GRC","LBN",1,99,99,2,1,2,0,"ASIA"
"IRL","LBN",1,3,3,3,1,15,0,"ASIA"
"NZL","LBN",1,2,2,3,2,45,0,"ASIA"
"SVK","LBN",1,2,2,1,2,2,0,"ASIA"
"ITA","LBN",1,3,3,2,1,28,0,"ASIA"
"SWE","LBN",1,3,4,3,2,5,0,"ASIA"
"ITA","LBN",1,3,3,1,2,126,0,"ASIA"
"CZE","LBN",1,2,2,99,1,1,0,"ASIA"
"FRA","LBN",1,2,2,1,1,2595,0,"ASIA"
"FIN","LBN",1,1,1,1,2,15,0,"ASIA"
"BEL","LBN",1,1,1,3,2,217,0,"ASIA"
"AUT","LBN",1,3,34,3,1,28,0,"ASIA"
"GRC","LBN",1,3,3,2,2,11,0,"ASIA"
"AUS","LBN",1,2,2,3,1,2855,0,"ASIA"
"SWE","LBN",1,2,2,1,1,2440,0,"ASIA"
"SWE","LBN",1,3,3,1,1,730,0,"ASIA"
"SVK","LBN",1,2,2,3,1,5,0,"ASIA"
"NZL","LBN",1,1,1,3,2,24,0,"ASIA"
"MEX","LBN",1,1,1,99,1,1,0,"ASIA"
"TUR","LBN",1,99,99,3,2,23,0,"ASIA"
"DNK","LBN",1,2,2,1,2,199,0,"ASIA"
"TUR","LBN",1,3,4,3,1,3,0,"ASIA"
"DNK","LBN",1,3,3,1,1,313,0,"ASIA"
"GBR","LBN",1,3,34,3,2,764,0,"ASIA"
"ITA","LBN",1,2,2,3,2,358,0,"ASIA"
"BEL","LBN",1,3,3,1,2,138,0,"ASIA"
"AUS","LBN",1,99,99,3,1,1280,0,"ASIA"
"MEX","LBN",1,3,4,1,2,2,0,"ASIA"
"ESP","LBN",1,3,3,1,1,500,0,"ASIA"
"SWE","LBN",1,2,2,3,1,1700,0,"ASIA"
"AUS","LBN",1,3,4,1,1,74,0,"ASIA"
"GRC","LBN",1,3,4,3,1,1,0,"ASIA"
"POL","LBN",1,3,3,99,1,21,0,"ASIA"
"AUS","LBN",1,99,99,3,2,1973,0,"ASIA"
"GRC","LBN",1,1,1,2,2,18,0,"ASIA"
"GBR","LBN",1,3,34,1,1,1954,0,"ASIA"
"FRA","LBN",1,3,34,1,1,7694,0,"ASIA"
"ESP","LBN",1,3,3,3,1,140,0,"ASIA"
"GBR","LBN",1,1,1,2,1,112,0,"ASIA"
"DNK","LBN",1,1,1,1,1,1088,0,"ASIA"
"AUT","LBN",1,1,1,1,2,82,0,"ASIA"
"LUX","LBN",1,3,3,1,2,12,0,"ASIA"
"LUX","LBN",1,1,1,3,2,2,0,"ASIA"
"AUS","LBN",1,2,2,2,1,959,0,"ASIA"
"POL","LBN",1,99,99,99,2,6,0,"ASIA"
"DNK","LBN",1,2,2,2,2,60,0,"ASIA"
"ITA","LBN",1,1,1,3,1,117,0,"ASIA"
"PRT","LBN",1,3,3,3,1,2,0,"ASIA"
"DNK","LBN",1,99,99,2,2,36,0,"ASIA"
"TUR","LBN",1,1,1,1,2,46,0,"ASIA"
"FIN","LBN",1,3,3,2,1,5,0,"ASIA"
"NOR","LBN",1,2,2,3,2,101,0,"ASIA"
"AUS","LBN",1,99,99,1,1,1378,0,"ASIA"
"LUX","LBN",1,3,3,2,2,3,0,"ASIA"
"NZL","LBN",1,2,2,1,2,42,0,"ASIA"
"CZE","LBN",1,2,2,3,2,8,0,"ASIA"
"LUX","LBN",1,2,2,3,1,4,0,"ASIA"
"SWE","LBN",1,3,3,3,2,460,0,"ASIA"
"BEL","LBN",1,1,1,99,2,9,0,"ASIA"
"GRC","LBN",1,2,2,2,2,15,0,"ASIA"
"NZL","LBN",1,2,2,2,1,9,0,"ASIA"
"SWE","LBN",1,99,99,3,1,710,0,"ASIA"
"NZL","LBN",1,1,1,2,1,3,0,"ASIA"
"CAN","LBN",1,1,1,3,1,3890,0,"ASIA"
"USA","LBN",1,3,4,3,2,65,0,"ASIA"
"BEL","LBN",1,99,99,2,2,3,0,"ASIA"
"POL","LBN",1,3,3,3,2,6,0,"ASIA"
"USA","LBN",1,2,2,2,1,730,0,"ASIA"
"PRT","LBN",1,3,3,2,1,1,0,"ASIA"
"CZE","LBN",1,3,3,3,1,8,0,"ASIA"
"SWE","LBN",1,3,3,1,2,430,0,"ASIA"
"PRT","LBN",1,3,3,1,1,7,0,"ASIA"
"IRL","LBN",1,3,4,1,1,3,0,"ASIA"
"DNK","LBN",1,3,4,1,2,1,0,"ASIA"
"FRA","LBN",1,3,34,2,1,767,0,"ASIA"
"AUS","LBN",1,99,99,99,2,387,0,"ASIA"
"USA","LBN",1,3,3,1,2,8510,0,"ASIA"
"ITA","LBN",1,2,2,2,1,56,0,"ASIA"
"FIN","LBN",1,3,3,3,1,15,0,"ASIA"
"AUS","LBN",1,1,1,1,1,7529,0,"ASIA"
"FRA","LBN",1,1,1,3,2,2973,0,"ASIA"
"ITA","LBN",1,3,4,1,2,38,0,"ASIA"
"IRL","LBN",1,99,99,2,1,3,0,"ASIA"
