country,coub,fborn,edu_lfs,edu_cen,lfs_lfs,sex,number,reg_oecd,reg_regions
"BEL","LBN",1,2,2,99,2,5,0,"ASIA"
"MEX","LBN",1,1,1,3,2,144,0,"ASIA"
"SVK","LBN",1,3,3,3,1,3,0,"ASIA"
"HUN","LBN",1,2,2,1,2,2,0,"ASIA"
"SWE","LBN",1,1,1,1,1,1770,0,"ASIA"
"ITA","LBN",1,1,1,2,2,24,0,"ASIA"
"CAN","LBN",1,3,4,2,1,35,0,"ASIA"
"SVK","LBN",1,3,3,2,1,2,0,"ASIA"
"TUR","LBN",1,2,2,2,2,2,0,"ASIA"
"FRA","LBN",1,1,1,1,1,1973,0,"ASIA"
"CAN","LBN",1,3,4,1,1,210,0,"ASIA"
"NOR","LBN",1,99,99,3,1,100,0,"ASIA"
"TUR","LBN",1,3,4,3,2,5,0,"ASIA"
"ESP","LBN",1,3,3,3,2,20,0,"ASIA"
"NOR","LBN",1,99,99,2,2,6,0,"ASIA"
"SWE","LBN",1,3,3,3,1,380,0,"ASIA"
"NOR","LBN",1,2,2,3,1,110,0,"ASIA"
"MEX","LBN",1,3,3,2,2,2,0,"ASIA"
"GRC","LBN",1,99,99,3,1,8,0,"ASIA"
"CAN","LBN",1,1,1,1,2,2675,0,"ASIA"
"IRL","LBN",1,2,2,1,1,12,0,"ASIA"
"FRA","LBN",1,2,2,2,1,598,0,"ASIA"
"USA","LBN",1,3,3,2,1,765,0,"ASIA"
"TUR","LBN",1,2,2,1,1,53,0,"ASIA"
"AUT","LBN",1,1,1,1,1,178,0,"ASIA"
"NOR","LBN",1,3,3,3,2,27,0,"ASIA"
"CAN","LBN",1,3,3,1,2,5590,0,"ASIA"
"CZE","LBN",1,3,4,1,1,7,0,"ASIA"
"MEX","LBN",1,3,3,3,1,30,0,"ASIA"
"GBR","LBN",1,1,1,2,2,27,0,"ASIA"
"NOR","LBN",1,1,1,3,2,81,0,"ASIA"
"LUX","LBN",1,1,1,2,1,1,0,"ASIA"
"CAN","LBN",1,3,3,3,2,3005,0,"ASIA"
"SWE","LBN",1,2,2,1,2,1405,0,"ASIA"
"AUT","LBN",1,1,1,3,1,74,0,"ASIA"
"DNK","LBN",1,99,99,1,2,57,0,"ASIA"
"NOR","LBN",1,2,2,1,2,71,0,"ASIA"
"AUT","LBN",1,2,2,2,1,26,0,"ASIA"
"BEL","LBN",1,3,3,99,1,7,0,"ASIA"
"CHE","LBN",1,1,1,1,1,539,0,"ASIA"
"BEL","LBN",1,3,4,3,2,5,0,"ASIA"
"DNK","LBN",1,99,99,3,1,683,0,"ASIA"
"USA","LBN",1,1,1,1,2,2455,0,"ASIA"
"IRL","LBN",1,3,3,2,1,6,0,"ASIA"
"SWE","LBN",1,3,3,2,2,65,0,"ASIA"
"USA","LBN",1,2,2,1,1,14365,0,"ASIA"
"BEL","LBN",1,3,3,2,1,60,0,"ASIA"
"HUN","LBN",1,3,34,1,2,2,0,"ASIA"
"GRC","LBN",1,3,4,3,2,1,0,"ASIA"
"PRT","LBN",1,3,3,1,2,6,0,"ASIA"
"PRT","LBN",1,2,2,3,2,7,0,"ASIA"
"GBR","LBN",1,2,2,3,1,431,0,"ASIA"
"IRL","LBN",1,3,4,1,2,3,0,"ASIA"
"SWE","LBN",1,99,99,3,2,990,0,"ASIA"
"POL","LBN",1,1,1,3,2,9,0,"ASIA"
"AUT","LBN",1,3,34,1,1,116,0,"ASIA"
"CHE","LBN",1,2,2,1,1,500,0,"ASIA"
"AUS","LBN",1,99,99,99,1,304,0,"ASIA"
"NZL","LBN",1,3,3,3,1,6,0,"ASIA"
"AUT","LBN",1,2,2,3,2,57,0,"ASIA"
"CHE","LBN",1,2,2,2,1,62,0,"ASIA"
"CZE","LBN",1,3,3,1,1,72,0,"ASIA"
"ESP","LBN",1,1,1,3,2,240,0,"ASIA"
"POL","LBN",1,3,4,1,1,12,0,"ASIA"
"USA","LBN",1,3,4,1,2,485,0,"ASIA"
"SWE","LBN",1,2,2,3,2,1640,0,"ASIA"
"LUX","LBN",1,99,99,3,2,3,0,"ASIA"
"GBR","LBN",1,3,34,1,2,870,0,"ASIA"
"DNK","LBN",1,99,99,3,2,724,0,"ASIA"
"NZL","LBN",1,3,4,1,1,12,0,"ASIA"
"NOR","LBN",1,2,2,2,2,28,0,"ASIA"
"CHE","LBN",1,1,1,2,2,27,0,"ASIA"
"DNK","LBN",1,99,99,1,1,330,0,"ASIA"
"FIN","LBN",1,2,2,1,1,30,0,"ASIA"
"CAN","LBN",1,2,2,2,2,600,0,"ASIA"
"CHE","LBN",1,3,3,3,1,24,0,"ASIA"
"CHE","LBN",1,3,3,3,2,25,0,"ASIA"
"DNK","LBN",1,1,1,2,1,220,0,"ASIA"
"CHE","LBN",1,3,4,3,1,67,0,"ASIA"
"BEL","LBN",1,3,4,99,1,1,0,"ASIA"
"TUR","LBN",1,3,4,1,2,4,0,"ASIA"
"FRA","LBN",1,1,1,2,1,671,0,"ASIA"
"ESP","LBN",1,2,2,1,2,40,0,"ASIA"
"CHE","LBN",1,99,99,2,2,13,0,"ASIA"
"BEL","LBN",1,99,99,2,1,8,0,"ASIA"
"SWE","LBN",1,2,2,2,2,285,0,"ASIA"
"POL","LBN",1,1,1,99,1,6,0,"ASIA"
"TUR","LBN",1,3,3,3,1,28,0,"ASIA"
"DNK","LBN",1,1,1,3,1,1620,0,"ASIA"
"FRA","LBN",1,1,1,1,2,878,0,"ASIA"
"ESP","LBN",1,1,1,2,1,20,0,"ASIA"
"PRT","LBN",1,3,4,1,2,2,0,"ASIA"
"AUS","LBN",1,1,1,3,2,16716,0,"ASIA"
"IRL","LBN",1,1,1,3,1,3,0,"ASIA"
"NOR","LBN",1,99,99,2,1,16,0,"ASIA"
"ITA","LBN",1,3,4,2,2,4,0,"ASIA"
"CAN","LBN",1,2,2,2,1,965,0,"ASIA"
"PRT","LBN",1,3,3,3,2,2,0,"ASIA"
"ESP","LBN",1,3,4,1,1,100,0,"ASIA"
"DNK","LBN",1,1,1,1,2,399,0,"ASIA"
"ITA","LBN",1,1,1,3,2,345,0,"ASIA"
"BEL","LBN",1,1,1,2,2,33,0,"ASIA"
"FIN","LBN",1,2,2,2,1,10,0,"ASIA"
"TUR","LBN",1,3,4,2,2,2,0,"ASIA"
"PRT","LBN",1,1,1,1,2,1,0,"ASIA"
"MEX","LBN",1,99,99,1,1,35,0,"ASIA"
"FRA","LBN",1,3,34,1,2,3229,0,"ASIA"
"GRC","LBN",1,1,1,1,2,35,0,"ASIA"
"SVK","LBN",1,3,3,1,1,13,0,"ASIA"
"NZL","LBN",1,1,1,1,2,6,0,"ASIA"
"CHE","LBN",1,3,3,1,1,134,0,"ASIA"
"POL","LBN",1,1,1,3,1,15,0,"ASIA"
"HUN","LBN",1,1,1,1,2,2,0,"ASIA"
"GRC","LBN",1,99,99,3,2,17,0,"ASIA"
"CZE","LBN",1,1,1,1,1,5,0,"ASIA"
"AUT","LBN",1,1,1,2,2,13,0,"ASIA"
"BEL","LBN",1,99,99,99,1,292,0,"ASIA"
"MEX","LBN",1,3,4,3,2,2,0,"ASIA"
"CAN","LBN",1,3,3,2,1,950,0,"ASIA"
"CZE","LBN",1,1,1,3,2,4,0,"ASIA"
"CHE","LBN",1,3,4,1,1,576,0,"ASIA"
"USA","LBN",1,3,3,1,1,22155,0,"ASIA"
"POL","LBN",1,2,2,2,1,3,0,"ASIA"
"CAN","LBN",1,2,2,1,1,8220,0,"ASIA"
"FIN","LBN",1,1,1,2,2,5,0,"ASIA"
"IRL","LBN",1,3,3,1,2,12,0,"ASIA"
"ITA","LBN",1,3,3,3,2,134,0,"ASIA"
"HUN","LBN",1,2,2,3,1,18,0,"ASIA"
"CHE","LBN",1,2,2,3,2,137,0,"ASIA"
"POL","LBN",1,3,3,3,1,15,0,"ASIA"
"FIN","LBN",1,1,1,2,1,15,0,"ASIA"
"PRT","LBN",1,2,2,1,1,4,0,"ASIA"
"NZL","LBN",1,1,1,1,1,9,0,"ASIA"
"USA","LBN",1,3,4,2,1,30,0,"ASIA"
"HUN","LBN",1,2,2,2,1,3,0,"ASIA"
"NOR","LBN",1,99,99,1,1,80,0,"ASIA"
"AUS","LBN",1,2,2,1,1,6795,0,"ASIA"
"ESP","LBN",1,1,1,1,1,240,0,"ASIA"
"CHE","LBN",1,99,99,3,1,99,0,"ASIA"
"CHE","LBN",1,3,3,1,2,42,0,"ASIA"
"BEL","LBN",1,2,2,2,2,42,0,"ASIA"
"FRA","LBN",1,1,1,3,1,1725,0,"ASIA"
"GRC","LBN",1,3,3,1,1,406,0,"ASIA"
"GRC","LBN",1,2,2,1,1,346,0,"ASIA"
"CHE","LBN",1,99,99,1,1,264,0,"ASIA"
"GBR","LBN",1,2,2,1,1,804,0,"ASIA"
"NOR","LBN",1,1,1,2,2,4,0,"ASIA"
"BEL","LBN",1,3,4,1,1,50,0,"ASIA"
"USA","LBN",1,3,4,3,1,230,0,"ASIA"
"ESP","LBN",1,2,2,3,1,60,0,"ASIA"
"GRC","LBN",1,2,2,3,2,268,0,"ASIA"
"SVK","LBN",1,99,99,1,1,1,0,"ASIA"
"FRA","LBN",1,3,34,2,2,636,0,"ASIA"
"DNK","LBN",1,2,2,1,1,671,0,"ASIA"
"SVK","LBN",1,3,3,1,2,1,0,"ASIA"
"TUR","LBN",1,3,3,2,2,9,0,"ASIA"
"USA","LBN",1,1,1,2,2,215,0,"ASIA"
"BEL","LBN",1,1,1,1,2,32,0,"ASIA"
"SVK","LBN",1,1,1,3,2,1,0,"ASIA"
"BEL","LBN",1,2,2,3,1,120,0,"ASIA"
"IRL","LBN",1,1,1,1,1,6,0,"ASIA"
"POL","LBN",1,3,3,1,2,9,0,"ASIA"
"SWE","LBN",1,1,1,2,1,350,0,"ASIA"
"LUX","LBN",1,3,3,1,1,26,0,"ASIA"
"IRL","LBN",1,2,2,3,2,9,0,"ASIA"
"CHE","LBN",1,2,2,3,1,78,0,"ASIA"
"MEX","LBN",1,2,2,2,1,1,0,"ASIA"
"TUR","LBN",1,2,2,3,1,94,0,"ASIA"
"AUT","LBN",1,3,34,2,2,7,0,"ASIA"
"CZE","LBN",1,2,2,2,1,3,0,"ASIA"
"NOR","LBN",1,3,4,3,1,2,0,"ASIA"
"AUS","LBN",1,2,2,1,2,2215,0,"ASIA"
"DNK","LBN",1,2,2,3,1,764,0,"ASIA"
"MEX","LBN",1,3,3,3,2,79,0,"ASIA"
"NZL","LBN",1,1,1,3,1,9,0,"ASIA"
"USA","LBN",1,2,2,1,2,7350,0,"ASIA"
"SWE","LBN",1,3,4,3,1,15,0,"ASIA"
"PRT","LBN",1,2,2,1,2,3,0,"ASIA"
"DNK","LBN",1,2,2,2,1,150,0,"ASIA"
"AUT","LBN",1,2,2,1,1,182,0,"ASIA"
"PRT","LBN",1,1,1,1,1,12,0,"ASIA"
"AUS","LBN",1,1,1,99,2,173,0,"ASIA"
"USA","LBN",1,3,3,3,2,6055,0,"ASIA"
"BEL","LBN",1,99,99,99,2,134,0,"ASIA"
"BEL","LBN",1,99,99,3,1,44,0,"ASIA"
"CHE","LBN",1,2,2,1,2,145,0,"ASIA"
"TUR","LBN",1,3,4,1,1,25,0,"ASIA"
"MEX","LBN",1,2,2,1,2,40,0,"ASIA"
"NZL","LBN",1,3,4,2,1,3,0,"ASIA"
"MEX","LBN",1,3,4,1,1,16,0,"ASIA"
"GBR","LBN",1,99,99,99,2,188,0,"ASIA"
"GRC","LBN",1,99,99,1,2,3,0,"ASIA"
"POL","LBN",1,3,3,1,1,90,0,"ASIA"
"GBR","LBN",1,3,34,2,1,142,0,"ASIA"
"NOR","LBN",1,1,1,1,1,40,0,"ASIA"
"TUR","LBN",1,1,1,2,2,7,0,"ASIA"
"BEL","LBN",1,2,2,1,1,225,0,"ASIA"
"USA","LBN",1,3,4,1,1,1605,0,"ASIA"
"AUS","LBN",1,1,1,99,1,139,0,"ASIA"
"CAN","LBN",1,2,2,3,2,5070,0,"ASIA"
"GRC","LBN",1,2,2,2,1,41,0,"ASIA"
"LUX","LBN",1,99,99,1,1,3,0,"ASIA"
"FRA","LBN",1,2,2,3,1,1274,0,"ASIA"
"BEL","LBN",1,3,4,2,2,2,0,"ASIA"
"NOR","LBN",1,3,3,1,2,36,0,"ASIA"
"CHE","LBN",1,3,3,2,1,18,0,"ASIA"
"BEL","LBN",1,2,2,3,2,179,0,"ASIA"
"USA","LBN",1,1,1,3,2,9990,0,"ASIA"
"HUN","LBN",1,1,1,1,1,7,0,"ASIA"
"AUT","LBN",1,2,2,1,2,76,0,"ASIA"
"IRL","LBN",1,3,3,2,2,3,0,"ASIA"
"FIN","LBN",1,2,2,1,2,15,0,"ASIA"
"BEL","LBN",1,99,99,1,1,35,0,"ASIA"
"ITA","LBN",1,3,3,1,1,481,0,"ASIA"
"FIN","LBN",1,3,3,1,1,25,0,"ASIA"
"GRC","LBN",1,3,3,2,1,17,0,"ASIA"
"NOR","LBN",1,3,4,1,1,4,0,"ASIA"
"CZE","LBN",1,3,3,2,2,2,0,"ASIA"
"HUN","LBN",1,3,34,3,2,3,0,"ASIA"
"CZE","LBN",1,99,99,99,1,1,0,"ASIA"
"BEL","LBN",1,3,3,99,2,5,0,"ASIA"
"CAN","LBN",1,1,1,2,1,490,0,"ASIA"
"POL","LBN",1,2,2,99,2,3,0,"ASIA"
"NZL","LBN",1,2,2,1,1,54,0,"ASIA"
"CHE","LBN",1,1,1,3,2,144,0,"ASIA"
"DNK","LBN",1,3,3,2,1,53,0,"ASIA"
"FIN","LBN",1,1,1,1,1,45,0,"ASIA"
"CAN","LBN",1,3,4,3,1,80,0,"ASIA"
"FIN","LBN",1,3,4,1,1,5,0,"ASIA"
"LUX","LBN",1,2,2,1,2,3,0,"ASIA"
"FRA","LBN",1,1,1,2,2,362,0,"ASIA"
"AUS","LBN",1,2,2,99,1,58,0,"ASIA"
"GBR","LBN",1,1,1,1,1,623,0,"ASIA"
"HUN","LBN",1,2,2,3,2,5,0,"ASIA"
"IRL","LBN",1,3,3,3,2,12,0,"ASIA"
"MEX","LBN",1,1,1,1,2,19,0,"ASIA"
"POL","LBN",1,2,2,3,2,15,0,"ASIA"
"GBR","LBN",1,1,1,1,2,157,0,"ASIA"
"SWE","LBN",1,1,1,3,1,2415,0,"ASIA"
"CAN","LBN",1,3,3,2,2,690,0,"ASIA"
"ITA","LBN",1,2,2,2,2,33,0,"ASIA"
"HUN","LBN",1,3,34,3,1,5,0,"ASIA"
"TUR","LBN",1,1,1,3,1,46,0,"ASIA"
"CHE","LBN",1,3,4,2,2,39,0,"ASIA"
"GBR","LBN",1,99,99,1,2,55,0,"ASIA"
"USA","LBN",1,1,1,1,1,5115,0,"ASIA"
"DNK","LBN",1,1,1,2,2,155,0,"ASIA"
"FIN","LBN",1,2,2,3,2,15,0,"ASIA"
"GBR","LBN",1,99,99,2,1,29,0,"ASIA"
"USA","LBN",1,2,2,2,2,645,0,"ASIA"
"GBR","LBN",1,2,2,2,2,36,0,"ASIA"
"POL","LBN",1,2,2,1,1,39,0,"ASIA"
"GBR","LBN",1,99,99,3,2,123,0,"ASIA"
"BEL","LBN",1,1,1,99,1,7,0,"ASIA"
"HUN","LBN",1,3,34,1,1,56,0,"ASIA"
"BEL","LBN",1,1,1,2,1,91,0,"ASIA"
"NOR","LBN",1,99,99,3,2,117,0,"ASIA"
"AUS","LBN",1,2,2,99,2,71,0,"ASIA"
"GBR","LBN",1,2,2,2,1,87,0,"ASIA"
"BEL","LBN",1,2,2,99,1,5,0,"ASIA"
"AUS","LBN",1,3,3,3,1,438,0,"ASIA"
"USA","LBN",1,3,3,3,1,3615,0,"ASIA"
"ITA","LBN",1,3,3,2,2,29,0,"ASIA"
"IRL","LBN",1,99,99,1,1,3,0,"ASIA"
"DNK","LBN",1,99,99,2,1,95,0,"ASIA"
"GBR","LBN",1,2,2,3,2,673,0,"ASIA"
"AUS","LBN",1,2,2,2,2,340,0,"ASIA"
"PRT","LBN",1,1,1,2,2,1,0,"ASIA"
"TUR","LBN",1,1,1,3,2,218,0,"ASIA"
"MEX","LBN",1,2,2,1,1,168,0,"ASIA"
"TUR","LBN",1,3,3,1,1,84,0,"ASIA"
"GBR","LBN",1,2,2,1,2,343,0,"ASIA"
"ESP","LBN",1,3,3,2,2,20,0,"ASIA"
"FIN","LBN",1,1,1,3,2,30,0,"ASIA"
"GBR","LBN",1,99,99,2,2,9,0,"ASIA"
"NOR","LBN",1,3,3,2,2,8,0,"ASIA"
"LUX","LBN",1,3,3,3,2,10,0,"ASIA"
"HUN","LBN",1,1,1,3,1,9,0,"ASIA"
"ITA","LBN",1,3,4,3,1,25,0,"ASIA"
"NOR","LBN",1,2,2,1,1,127,0,"ASIA"
"BEL","LBN",1,1,1,1,1,175,0,"ASIA"
"CHE","LBN",1,99,99,1,2,35,0,"ASIA"
"MEX","LBN",1,2,2,3,2,137,0,"ASIA"
"SVK","LBN",1,2,2,3,2,3,0,"ASIA"
"BEL","LBN",1,2,2,2,1,65,0,"ASIA"
"CAN","LBN",1,2,2,3,1,2410,0,"ASIA"
"NZL","LBN",1,99,99,1,2,6,0,"ASIA"
"AUS","LBN",1,99,99,2,2,111,0,"ASIA"
"AUS","LBN",1,1,1,2,1,1862,0,"ASIA"
"TUR","LBN",1,99,99,3,1,6,0,"ASIA"
"DNK","LBN",1,2,2,3,2,822,0,"ASIA"
"DNK","LBN",1,3,3,2,2,13,0,"ASIA"
"NOR","LBN",1,3,3,3,1,42,0,"ASIA"
"NOR","LBN",1,3,3,1,1,71,0,"ASIA"
"TUR","LBN",1,1,1,1,1,90,0,"ASIA"
"MEX","LBN",1,3,3,2,1,2,0,"ASIA"
"DNK","LBN",1,3,4,1,1,1,0,"ASIA"
"AUS","LBN",1,2,2,3,2,4425,0,"ASIA"
"USA","LBN",1,2,2,3,1,5205,0,"ASIA"
"GRC","LBN",1,3,4,1,1,15,0,"ASIA"
"NZL","LBN",1,99,99,1,1,18,0,"ASIA"
"TUR","LBN",1,2,2,1,2,18,0,"ASIA"
"GBR","LBN",1,1,1,3,1,505,0,"ASIA"
"SWE","LBN",1,99,99,1,2,45,0,"ASIA"
"GRC","LBN",1,1,1,2,1,20,0,"ASIA"
"POL","LBN",1,3,3,2,2,3,0,"ASIA"
"TUR","LBN",1,2,2,2,1,15,0,"ASIA"
"NZL","LBN",1,99,99,2,1,3,0,"ASIA"
"SWE","LBN",1,1,1,2,2,210,0,"ASIA"
"MEX","LBN",1,2,2,3,1,24,0,"ASIA"
"AUS","LBN",1,3,4,3,1,13,0,"ASIA"
"GBR","LBN",1,99,99,99,1,100,0,"ASIA"
"ITA","LBN",1,3,4,2,1,4,0,"ASIA"
"AUS","LBN",1,3,3,2,2,112,0,"ASIA"
"TUR","LBN",1,3,3,1,2,31,0,"ASIA"
"CZE","LBN",1,1,1,3,1,2,0,"ASIA"
"PRT","LBN",1,3,4,3,2,1,0,"ASIA"
"GRC","LBN",1,2,2,1,2,146,0,"ASIA"
"CHE","LBN",1,1,1,3,1,93,0,"ASIA"
"ESP","LBN",1,1,1,3,1,140,0,"ASIA"
"CHE","LBN",1,1,1,1,2,83,0,"ASIA"
"CHE","LBN",1,99,99,3,2,82,0,"ASIA"
"BEL","LBN",1,2,2,1,2,58,0,"ASIA"
"SWE","LBN",1,3,4,2,1,5,0,"ASIA"
"SWE","LBN",1,2,2,2,1,445,0,"ASIA"
"POL","LBN",1,1,1,2,1,3,0,"ASIA"
"BEL","LBN",1,99,99,3,2,41,0,"ASIA"
"IRL","LBN",1,3,3,1,1,33,0,"ASIA"
"TUR","LBN",1,1,1,2,1,35,0,"ASIA"
"NOR","LBN",1,3,3,2,1,9,0,"ASIA"
"USA","LBN",1,1,1,2,1,410,0,"ASIA"
"ESP","LBN",1,2,2,3,2,20,0,"ASIA"
"TUR","LBN",1,99,99,2,1,1,0,"ASIA"
"GBR","LBN",1,99,99,1,1,247,0,"ASIA"
"MEX","LBN",1,3,4,3,1,4,0,"ASIA"
"CZE","LBN",1,2,2,1,2,6,0,"ASIA"
"IRL","LBN",1,1,1,3,2,6,0,"ASIA"
"NZL","LBN",1,3,3,3,2,12,0,"ASIA"
"AUS","LBN",1,3,3,1,2,1617,0,"ASIA"
"ESP","LBN",1,2,2,1,1,280,0,"ASIA"
"NOR","LBN",1,2,2,2,1,30,0,"ASIA"
"FIN","LBN",1,2,2,3,1,5,0,"ASIA"
"POL","LBN",1,3,3,2,1,6,0,"ASIA"
"IRL","LBN",1,2,2,1,2,3,0,"ASIA"
"GRC","LBN",1,99,99,1,1,6,0,"ASIA"
"AUS","LBN",1,3,3,2,1,247,0,"ASIA"
"MEX","LBN",1,1,1,3,1,47,0,"ASIA"
"MEX","LBN",1,99,99,1,2,6,0,"ASIA"
"MEX","LBN",1,1,1,1,1,121,0,"ASIA"
"GRC","LBN",1,1,1,3,1,64,0,"ASIA"
"CZE","LBN",1,3,3,3,2,4,0,"ASIA"
"MEX","LBN",1,99,99,3,1,7,0,"ASIA"
"POL","LBN",1,2,2,3,1,21,0,"ASIA"
"BEL","LBN",1,3,3,3,1,112,0,"ASIA"
"AUS","LBN",1,3,4,1,2,18,0,"ASIA"
"IRL","LBN",1,2,2,3,1,9,0,"ASIA"
"TUR","LBN",1,3,3,3,2,46,0,"ASIA"
"ITA","LBN",1,1,1,2,1,35,0,"ASIA"
"HUN","LBN",1,1,1,3,2,4,0,"ASIA"
"GRC","LBN",1,3,3,3,2,110,0,"ASIA"
"NOR","LBN",1,1,1,1,2,26,0,"ASIA"
"CZE","LBN",1,2,2,1,1,34,0,"ASIA"
"BEL","LBN",1,3,3,2,2,51,0,"ASIA"
"BEL","LBN",1,3,3,3,2,156,0,"ASIA"
"PRT","LBN",1,3,4,1,1,2,0,"ASIA"
"ESP","LBN",1,3,3,1,2,20,0,"ASIA"
"BEL","LBN",1,3,4,3,1,8,0,"ASIA"
"SWE","LBN",1,3,3,2,1,110,0,"ASIA"
"CAN","LBN",1,2,2,1,2,4330,0,"ASIA"
"NZL","LBN",1,3,4,3,2,3,0,"ASIA"
"TUR","LBN",1,3,3,2,1,10,0,"ASIA"
"NOR","LBN",1,1,1,2,1,12,0,"ASIA"
"NOR","LBN",1,99,99,1,2,25,0,"ASIA"
"AUS","LBN",1,1,1,2,2,621,0,"ASIA"
"ITA","LBN",1,3,3,3,1,107,0,"ASIA"
"AUS","LBN",1,3,3,99,2,15,0,"ASIA"
"GRC","LBN",1,3,3,3,1,79,0,"ASIA"
"AUT","LBN",1,3,34,2,1,10,0,"ASIA"
"CAN","LBN",1,3,4,3,2,35,0,"ASIA"
"AUT","LBN",1,2,2,3,1,33,0,"ASIA"
"ITA","LBN",1,2,2,3,1,197,0,"ASIA"
"FRA","LBN",1,2,2,2,2,570,0,"ASIA"
"HUN","LBN",1,3,34,2,1,1,0,"ASIA"
"GBR","LBN",1,3,34,2,2,77,0,"ASIA"
"FIN","LBN",1,3,3,1,2,5,0,"ASIA"
"DNK","LBN",1,3,3,3,1,272,0,"ASIA"
"MEX","LBN",1,99,99,3,2,23,0,"ASIA"
"GBR","LBN",1,99,99,3,1,85,0,"ASIA"
"BEL","LBN",1,99,99,1,2,3,0,"ASIA"
"CZE","LBN",1,2,2,3,1,23,0,"ASIA"
"SWE","LBN",1,99,99,1,1,105,0,"ASIA"
"SWE","LBN",1,1,1,1,2,870,0,"ASIA"
"TUR","LBN",1,3,4,2,1,2,0,"ASIA"
"AUT","LBN",1,3,34,3,2,17,0,"ASIA"
"CZE","LBN",1,99,99,3,2,1,0,"ASIA"
"PRT","LBN",1,1,1,3,2,3,0,"ASIA"
"FIN","LBN",1,3,3,2,2,5,0,"ASIA"
"CAN","LBN",1,3,3,3,1,1790,0,"ASIA"
"LUX","LBN",1,2,2,3,2,9,0,"ASIA"
"CAN","LBN",1,1,1,3,2,7520,0,"ASIA"
"GRC","LBN",1,3,3,1,2,92,0,"ASIA"
"GBR","LBN",1,1,1,3,2,875,0,"ASIA"
"CHE","LBN",1,3,4,1,2,226,0,"ASIA"
"NZL","LBN",1,3,4,1,2,6,0,"ASIA"
"NZL","LBN",1,99,99,3,1,9,0,"ASIA"
"CHE","LBN",1,99,99,2,1,55,0,"ASIA"
"MEX","LBN",1,3,3,1,1,193,0,"ASIA"
"SVK","LBN",1,2,2,1,1,4,0,"ASIA"
"FIN","LBN",1,2,2,2,2,5,0,"ASIA"
"GRC","LBN",1,1,1,1,1,169,0,"ASIA"
"GRC","LBN",1,2,2,3,1,109,0,"ASIA"
"NZL","LBN",1,3,3,1,2,15,0,"ASIA"
"ITA","LBN",1,2,2,1,2,167,0,"ASIA"
"AUS","LBN",1,3,3,1,1,2900,0,"ASIA"
"AUS","LBN",1,1,1,3,1,8982,0,"ASIA"
"AUS","LBN",1,3,3,3,2,898,0,"ASIA"
"ESP","LBN",1,1,1,2,2,20,0,"ASIA"
"BEL","LBN",1,3,4,1,2,9,0,"ASIA"
"IRL","LBN",1,99,99,3,2,3,0,"ASIA"
"AUS","LBN",1,3,3,99,1,12,0,"ASIA"
"GRC","LBN",1,1,1,3,2,137,0,"ASIA"
"DNK","LBN",1,3,3,1,2,80,0,"ASIA"
"GBR","LBN",1,3,34,3,1,448,0,"ASIA"
"CHE","LBN",1,3,4,3,2,127,0,"ASIA"
"CHE","LBN",1,1,1,2,1,89,0,"ASIA"
"IRL","LBN",1,2,2,2,1,6,0,"ASIA"
"ITA","LBN",1,1,1,1,1,292,0,"ASIA"
"AUT","LBN",1,3,34,1,2,59,0,"ASIA"
"SWE","LBN",1,3,4,1,1,25,0,"ASIA"
"CHE","LBN",1,2,2,2,2,25,0,"ASIA"
"AUS","LBN",1,99,99,1,2,690,0,"ASIA"
"FRA","LBN",1,2,2,1,2,1330,0,"ASIA"
"SWE","LBN",1,3,4,1,2,10,0,"ASIA"
"AUS","LBN",1,1,1,1,2,2930,0,"ASIA"
"CHE","LBN",1,3,3,2,2,5,0,"ASIA"
"AUT","LBN",1,2,2,2,2,11,0,"ASIA"
"CAN","LBN",1,3,3,1,1,10560,0,"ASIA"
"CZE","LBN",1,3,3,2,1,5,0,"ASIA"
"TUR","LBN",1,99,99,2,2,1,0,"ASIA"
"NZL","LBN",1,1,1,2,2,3,0,"ASIA"
"AUS","LBN",1,99,99,2,1,221,0,"ASIA"
"NZL","LBN",1,2,2,2,2,6,0,"ASIA"
"ESP","LBN",1,3,4,3,1,20,0,"ASIA"
"DNK","LBN",1,3,3,3,2,150,0,"ASIA"
"ESP","LBN",1,1,1,1,2,80,0,"ASIA"
"FRA","LBN",1,2,2,3,2,2224,0,"ASIA"
"ITA","LBN",1,3,4,1,1,237,0,"ASIA"
"LUX","LBN",1,2,2,1,1,10,0,"ASIA"
"BEL","LBN",1,3,3,1,1,574,0,"ASIA"
"ESP","LBN",1,2,2,2,2,60,0,"ASIA"
"FRA","LBN",1,3,34,3,1,1762,0,"ASIA"
"LUX","LBN",1,3,3,2,1,1,0,"ASIA"
"CAN","LBN",1,1,1,1,1,5470,0,"ASIA"
"POL","LBN",1,99,99,99,1,9,0,"ASIA"
"ITA","LBN",1,2,2,1,1,592,0,"ASIA"
"TUR","LBN",1,99,99,1,2,6,0,"ASIA"
"FIN","LBN",1,1,1,3,1,35,0,"ASIA"
"CHE","LBN",1,3,4,2,1,26,0,"ASIA"
"CAN","LBN",1,1,1,2,2,360,0,"ASIA"
"USA","LBN",1,2,2,3,2,10355,0,"ASIA"
"USA","LBR",1,1,1,3,2,2340,0,"AFRI"
"DNK","LBR",1,1,1,2,2,1,0,"AFRI"
"SWE","LBR",1,99,99,1,1,10,0,"AFRI"
"USA","LBR",1,2,2,2,2,515,0,"AFRI"
